"Feature_ID","Symbol"
"ZNF511","ZNF511"
"CHCHD1","CHCHD1"
"MSS51","MSS51"
"CFAP70","CFAP70"
"CLCN6","CLCN6"
"CLCN7","CLCN7"
"C10orf90","C10orf90"
"BTBD16","BTBD16"
"FAM24A","FAM24A"
"PSTK","PSTK"
"CLCNKA","CLCNKA"
"ZNF488","ZNF488"
"PIK3AP1","PIK3AP1"
"CLCNKB","CLCNKB"
"MORN4","MORN4"
"ZFYVE27","ZFYVE27"
"MMP21","MMP21"
"COMTD1","COMTD1"
"FRA10AC1","FRA10AC1"
"ANKRD22","ANKRD22"
"SFXN2","SFXN2"
"PDZD8","PDZD8"
"ADD2","ADD2"
"AGAP4","AGAP4"
"BORCS7","BORCS7"
"CLU","CLU"
"LYZL2","LYZL2"
"CLIC1","CLIC1"
"CLIC2","CLIC2"
"NUDT9P1","NUDT9P1"
"AGAP11","AGAP11"
"GSTO2","GSTO2"
"SFR1","SFR1"
"CALHM3","CALHM3"
"CTAGE7P","CTAGE7P"
"CLRN3","CLRN3"
"CLK1","CLK1"
"ANAPC16","ANAPC16"
"PNLIPRP3","PNLIPRP3"
"SFXN4","SFXN4"
"CPXM2","CPXM2"
"CLK2","CLK2"
"OR52E2","OR52E2"
"OR52J3","OR52J3"
"OR51L1","OR51L1"
"OR51A7","OR51A7"
"OR51S1","OR51S1"
"OR51F2","OR51F2"
"OR52R1","OR52R1"
"CLK2P1","CLK2P1"
"IFTAP","IFTAP"
"OR4C46","OR4C46"
"OR4X2","OR4X2"
"OR4B1","OR4B1"
"OR52M1","OR52M1"
"OR52K2","OR52K2"
"CLK3","CLK3"
"SERPINA3","SERPINA3"
"ADD3","ADD3"
"TPP1","TPP1"
"OR5P2","OR5P2"
"OR5P3","OR5P3"
"LARGE2","LARGE2"
"CLN3","CLN3"
"SLC36A4","SLC36A4"
"FAT3","FAT3"
"TRIM64","TRIM64"
"TMEM45B","TMEM45B"
"CYP2R1","CYP2R1"
"DBX1","DBX1"
"CLN5","CLN5"
"COLCA2","COLCA2"
"PIH1D2","PIH1D2"
"NXPE1","NXPE1"
"NXPE2","NXPE2"
"JAML","JAML"
"DNAJC24","DNAJC24"
"ARL14EP","ARL14EP"
"OR8I2","OR8I2"
"CLNS1A","CLNS1A"
"OR2D3","OR2D3"
"OR2D2","OR2D2"
"OR52W1","OR52W1"
"OR56A4","OR56A4"
"OR56A1","OR56A1"
"CLPS","CLPS"
"DEPDC4","DEPDC4"
"LRRK2","LRRK2"
"CLPTM1","CLPTM1"
"CCDC38","CCDC38"
"TMEM52B","TMEM52B"
"FAM186A","FAM186A"
"C12orf45","C12orf45"
"CLTA","CLTA"
"OR2AP1","OR2AP1"
"OR10P1","OR10P1"
"CLTB","CLTB"
"SDR9C7","SDR9C7"
"LRIG3","LRIG3"
"TMEM132D","TMEM132D"
"SLC15A4","SLC15A4"
"RHEBL1","RHEBL1"
"C12orf54","C12orf54"
"ZNF641","ZNF641"
"OR10AD1","OR10AD1"
"TPH2","TPH2"
"CLTC","CLTC"
"SP7","SP7"
"GTSF1","GTSF1"
"OR10A7","OR10A7"
"KRT74","KRT74"
"NEDD1","NEDD1"
"SLC9A7P1","SLC9A7P1"
"IKBIP","IKBIP"
"CMA1","CMA1"
"H4-16","H4-16"
"ERP27","ERP27"
"FGD4","FGD4"
"AEBP2","AEBP2"
"ASCL4","ASCL4"
"BTBD11","BTBD11"
"SPIC","SPIC"
"ANO4","ANO4"
"ALKBH2","ALKBH2"
"FOXN4","FOXN4"
"SPPL3","SPPL3"
"TEX29","TEX29"
"NRAD1","NRAD1"
"METTL21EP","METTL21EP"
"CSNK1A1L","CSNK1A1L"
"RXFP2","RXFP2"
"TEX26","TEX26"
"SLAIN1","SLAIN1"
"SPACA7","SPACA7"
"TDRD9","TDRD9"
"ANKRD9","ANKRD9"
"AK7","AK7"
"IFI27L1","IFI27L1"
"C14orf28","C14orf28"
"TRAPPC6B","TRAPPC6B"
"CLBA1","CLBA1"
"PLD4","PLD4"
"ADSS1","ADSS1"
"RNASE11","RNASE11"
"TPPP2","TPPP2"
"RNASE8","RNASE8"
"MRPL52","MRPL52"
"PSMB11","PSMB11"
"OR4K14","OR4K14"
"OR4L1","OR4L1"
"OR11H6","OR11H6"
"LRR1","LRR1"
"KLHDC1","KLHDC1"
"FRMD6","FRMD6"
"SOCS4","SOCS4"
"NAA30","NAA30"
"GPHB5","GPHB5"
"NOXRED1","NOXRED1"
"JDP2","JDP2"
"ISCA2","ISCA2"
"ACOT4","ACOT4"
"PLIN2","PLIN2"
"CCR1","CCR1"
"TTC8","TTC8"
"TC2N","TC2N"
"SLC24A4","SLC24A4"
"SLC25A29","SLC25A29"
"DEGS2","DEGS2"
"KLHL33","KLHL33"
"LEO1","LEO1"
"CCR3","CCR3"
"C15orf40","C15orf40"
"SENP8","SENP8"
"MTFMT","MTFMT"
"SLC51B","SLC51B"
"TARS3","TARS3"
"CCR4","CCR4"
"HIGD2B","HIGD2B"
"LRRC28","LRRC28"
"CCR5","CCR5"
"CCR6","CCR6"
"TMEM266","TMEM266"
"CCR7","CCR7"
"NIPA1","NIPA1"
"AGBL1","AGBL1"
"HYKK","HYKK"
"CCR8","CCR8"
"WHAMM","WHAMM"
"FSD2","FSD2"
"PLA2G4E","PLA2G4E"
"C16orf46","C16orf46"
"ACKR2","ACKR2"
"NTAN1","NTAN1"
"CEP20","CEP20"
"DNAAF1","DNAAF1"
"ACSM2A","ACSM2A"
"DCUN1D3","DCUN1D3"
"NRN1L","NRN1L"
"CMTM3","CMTM3"
"C16orf78","C16orf78"
"ADH1A","ADH1A"
"CMKLR1","CMKLR1"
"SPATA2L","SPATA2L"
"SPATA33","SPATA33"
"NOXO1","NOXO1"
"CCDC78","CCDC78"
"LTB4R","LTB4R"
"ANKRD26P1","ANKRD26P1"
"IQCK","IQCK"
"ZG16B","ZG16B"
"PRSS30P","PRSS30P"
"PAQR4","PAQR4"
"ZC3H18","ZC3H18"
"GPR139","GPR139"
"CDYL2","CDYL2"
"ABCC2","ABCC2"
"ANKS3","ANKS3"
"UBALD1","UBALD1"
"SEPTIN12","SEPTIN12"
"ZNF720","ZNF720"
"TMEM219","TMEM219"
"EARS2","EARS2"
"SNX20","SNX20"
"TMEM170A","TMEM170A"
"METTL23","METTL23"
"HSF5","HSF5"
"OR4D2","OR4D2"
"MSI2","MSI2"
"SLC38A10","SLC38A10"
"CANT1","CANT1"
"USH1G","USH1G"
"CD300LB","CD300LB"
"KIF19","KIF19"
"ZPBP2","ZPBP2"
"CYB5D1","CYB5D1"
"USP43","USP43"
"KRBA2","KRBA2"
"C17orf64","C17orf64"
"SPATA32","SPATA32"
"HEXIM2","HEXIM2"
"LSM12","LSM12"
"CCDC43","CCDC43"
"CNTD1","CNTD1"
"TMEM132E","TMEM132E"
"WFIKKN2","WFIKKN2"
"FLJ40194","FLJ40194"
"B4GALNT2","B4GALNT2"
"SPACA3","SPACA3"
"RSKR","RSKR"
"SEZ6","SEZ6"
"ANKRD13B","ANKRD13B"
"SLC43A2","SLC43A2"
"CYB5D2","CYB5D2"
"ZFP3","ZFP3"
"GGT6","GGT6"
"SPNS2","SPNS2"
"EFCAB13","EFCAB13"
"MRPL10","MRPL10"
"WDR81","WDR81"
"ADH1B","ADH1B"
"TBC1D16","TBC1D16"
"AFMID","AFMID"
"GJD3","GJD3"
"KRT222","KRT222"
"KRT40","KRT40"
"SNHG29","SNHG29"
"ZSWIM7","ZSWIM7"
"MIEF2","MIEF2"
"SLC5A10","SLC5A10"
"FAM210A","FAM210A"
"LOXHD1","LOXHD1"
"INO80C","INO80C"
"TTC39C","TTC39C"
"DIPK1C","DIPK1C"
"CNGB1","CNGB1"
"CLDND2","CLDND2"
"ZNF816","ZNF816"
"CNGA1","CNGA1"
"ZNF543","ZNF543"
"CEACAM20","CEACAM20"
"RAVER1","RAVER1"
"OR7D4","OR7D4"
"OR7G1","OR7G1"
"OR1M1","OR1M1"
"COX6B2","COX6B2"
"CALR3","CALR3"
"ACER1","ACER1"
"MICOS13","MICOS13"
"MBD3L2","MBD3L2"
"ADH1C","ADH1C"
"CNGA2","CNGA2"
"TRAPPC5","TRAPPC5"
"PCP2","PCP2"
"OSCAR","OSCAR"
"ZNF813","ZNF813"
"ZNF441","ZNF441"
"ZNF491","ZNF491"
"ZNF440","ZNF440"
"SWSAP1","SWSAP1"
"CCDC159","CCDC159"
"CNGA3","CNGA3"
"JOSD2","JOSD2"
"IZUMO2","IZUMO2"
"CPT1C","CPT1C"
"ALDH16A1","ALDH16A1"
"NTN5","NTN5"
"CNGA4","CNGA4"
"NLRP13","NLRP13"
"NLRP8","NLRP8"
"NLRP5","NLRP5"
"ZNF787","ZNF787"
"ZNF573","ZNF573"
"WDR88","WDR88"
"TMIGD2","TMIGD2"
"EID2B","EID2B"
"TNFAIP8L1","TNFAIP8L1"
"ZNF57","ZNF57"
"IRGQ","IRGQ"
"ZNF428","ZNF428"
"PLK3","PLK3"
"JSRP1","JSRP1"
"MOB3A","MOB3A"
"MFSD12","MFSD12"
"GIPC3","GIPC3"
"NDUFA11","NDUFA11"
"MISP","MISP"
"LRRC25","LRRC25"
"OR1I1","OR1I1"
"WTIP","WTIP"
"ZNF792","ZNF792"
"NR2C2AP","NR2C2AP"
"HSPB6","HSPB6"
"CNN1","CNN1"
"CCDC105","CCDC105"
"CYP4F22","CYP4F22"
"RINL","RINL"
"FBXO27","FBXO27"
"CNN2","CNN2"
"PLK5","PLK5"
"C19orf47","C19orf47"
"LINC00661","LINC00661"
"OR10H4","OR10H4"
"ANKLE1","ANKLE1"
"C2CD4C","C2CD4C"
"CNN3","CNN3"
"GABPB2","GABPB2"
"TCHHL1","TCHHL1"
"RPTN","RPTN"
"CCDC163","CCDC163"
"TDRD10","TDRD10"
"SHE","SHE"
"KDF1","KDF1"
"CNP","CNP"
"CCSAP","CCSAP"
"LRRC38","LRRC38"
"AADACL3","AADACL3"
"PUSL1","PUSL1"
"B3GALT6","B3GALT6"
"CNR1","CNR1"
"DNAI3","DNAI3"
"KLHDC9","KLHDC9"
"AXDND1","AXDND1"
"MAB21L3","MAB21L3"
"CNR2","CNR2"
"IFFO2","IFFO2"
"H3C14","H3C14"
"SLC44A3","SLC44A3"
"LOC126987","LOC126987"
"ADH4","ADH4"
"CNTF","CNTF"
"ATXN7L2","ATXN7L2"
"C1orf194","C1orf194"
"LYPLAL1","LYPLAL1"
"OR2M5","OR2M5"
"OR2M3","OR2M3"
"OR2T12","OR2T12"
"OR14C36","OR14C36"
"OR2T34","OR2T34"
"OR2T10","OR2T10"
"OR2T4","OR2T4"
"OR2T11","OR2T11"
"CNTFR","CNTFR"
"ATP6V1G3","ATP6V1G3"
"CNTN1","CNTN1"
"ASB17","ASB17"
"TYW3","TYW3"
"ERICH3","ERICH3"
"LRRIQ3","LRRIQ3"
"TPRG1L","TPRG1L"
"PRXL2B","PRXL2B"
"MYOM3","MYOM3"
"DMBX1","DMBX1"
"OR10J5","OR10J5"
"TMCO2","TMCO2"
"ZNF684","ZNF684"
"TCEANC2","TCEANC2"
"PODN","PODN"
"LRRC39","LRRC39"
"GJB4","GJB4"
"HMGB4","HMGB4"
"RNF19B","RNF19B"
"A3GALT2","A3GALT2"
"DCST2","DCST2"
"DNAH14","DNAH14"
"OR2B11","OR2B11"
"ZNF648","ZNF648"
"TEDDM1","TEDDM1"
"C1orf122","C1orf122"
"COL1A1","COL1A1"
"OSCP1","OSCP1"
"C1orf216","C1orf216"
"KLHDC7A","KLHDC7A"
"VWA5B1","VWA5B1"
"UBXN10","UBXN10"
"C1orf87","C1orf87"
"COL1A2","COL1A2"
"ARL8A","ARL8A"
"SYT2","SYT2"
"LINC00628","LINC00628"
"GOLT1A","GOLT1A"
"UHMK1","UHMK1"
"FCRLB","FCRLB"
"ADH5","ADH5"
"COL2A1","COL2A1"
"WDR64","WDR64"
"C1orf131","C1orf131"
"LIX1L","LIX1L"
"COL3A1","COL3A1"
"HSD3BP4","HSD3BP4"
"SPATA17","SPATA17"
"EDARADD","EDARADD"
"COL4A1","COL4A1"
"KLF17","KLF17"
"TMEM125","TMEM125"
"TSACC","TSACC"
"IQGAP3","IQGAP3"
"NAXE","NAXE"
"ARHGEF19","ARHGEF19"
"MRPL55","MRPL55"
"H2BU1","H2BU1"
"DRAM2","DRAM2"
"PIFO","PIFO"
"C1orf162","C1orf162"
"OR10T2","OR10T2"
"OR6P1","OR6P1"
"OR10X1","OR10X1"
"OR10Z1","OR10Z1"
"OR6K6","OR6K6"
"OR6N1","OR6N1"
"TATDN3","TATDN3"
"COL4A2","COL4A2"
"BHLHE23","BHLHE23"
"NKAIN4","NKAIN4"
"VSTM2L","VSTM2L"
"SNHG11","SNHG11"
"FITM2","FITM2"
"WFDC12","WFDC12"
"SPATA25","SPATA25"
"COL4A3","COL4A3"
"OCSTAMP","OCSTAMP"
"TSHZ2","TSHZ2"
"COL4A4","COL4A4"
"C20orf85","C20orf85"
"ZNF831","ZNF831"
"TBC1D20","TBC1D20"
"SIRPD","SIRPD"
"C20orf141","C20orf141"
"PROKR2","PROKR2"
"COL4A5","COL4A5"
"SLX4IP","SLX4IP"
"COL4A6","COL4A6"
"CSTL1","CSTL1"
"CST9L","CST9L"
"CST9","CST9"
"MIR1-1HG","MIR1-1HG"
"DUSP15","DUSP15"
"TSPY26P","TSPY26P"
"BPIFB6","BPIFB6"
"BPIFA3","BPIFA3"
"C20orf144","C20orf144"
"CHMP4B","CHMP4B"
"PIGU","PIGU"
"HMGB3P1","HMGB3P1"
"FAM83C","FAM83C"
"COL5A1","COL5A1"
"GAB4","GAB4"
"C22orf39","C22orf39"
"TANGO2","TANGO2"
"COL5A2","COL5A2"
"ZNF280A","ZNF280A"
"SGSM1","SGSM1"
"EMID1","EMID1"
"COL6A1","COL6A1"
"ANKRD54","ANKRD54"
"COL6A2","COL6A2"
"PPP1R21","PPP1R21"
"TRABD2A","TRABD2A"
"COL6A3","COL6A3"
"TMEM150A","TMEM150A"
"COL7A1","COL7A1"
"NUP35","NUP35"
"XIRP2","XIRP2"
"TYW5","TYW5"
"COL8A1","COL8A1"
"NMS","NMS"
"LYG1","LYG1"
"MITD1","MITD1"
"DIS3L2","DIS3L2"
"COL8A2","COL8A2"
"CMPK2","CMPK2"
"MBOAT2","MBOAT2"
"CNTNAP5","CNTNAP5"
"TAF8","TAF8"
"COL9A1","COL9A1"
"TMEM18","TMEM18"
"COL9A2","COL9A2"
"FBLN7","FBLN7"
"NEU4","NEU4"
"RBM45","RBM45"
"C2orf73","C2orf73"
"TRIM43","TRIM43"
"BBS5","BBS5"
"CCDC173","CCDC173"
"COL9A3","COL9A3"
"AADAC","AADAC"
"ADH6","ADH6"
"COL10A1","COL10A1"
"ACMSD","ACMSD"
"ICA1L","ICA1L"
"FAM168B","FAM168B"
"OR9A4","OR9A4"
"COL11A1","COL11A1"
"CIB4","CIB4"
"REG3G","REG3G"
"RFTN2","RFTN2"
"CLHC1","CLHC1"
"COL11A2","COL11A2"
"PLEKHH2","PLEKHH2"
"COL12A1","COL12A1"
"AP1S3","AP1S3"
"C2orf76","C2orf76"
"SGPP2","SGPP2"
"ACVR1C","ACVR1C"
"OSR1","OSR1"
"COL13A1","COL13A1"
"TTC32","TTC32"
"UBR3","UBR3"
"KCTD18","KCTD18"
"FLACC1","FLACC1"
"ZNF513","ZNF513"
"SPATA3","SPATA3"
"LYPD6","LYPD6"
"LYPD6B","LYPD6B"
"GALM","GALM"
"COL15A1","COL15A1"
"TMEM198","TMEM198"
"ZFAND2B","ZFAND2B"
"COL16A1","COL16A1"
"TMEM178A","TMEM178A"
"CPO","CPO"
"MDH1B","MDH1B"
"COL17A1","COL17A1"
"C2orf50","C2orf50"
"SLC66A3","SLC66A3"
"TMEM182","TMEM182"
"AHSA2P","AHSA2P"
"FBXO36","FBXO36"
"MTERF4","MTERF4"
"CCDC148","CCDC148"
"M1AP","M1AP"
"ADH7","ADH7"
"COL19A1","COL19A1"
"CPNE4","CPNE4"
"CCDC58","CCDC58"
"KCNH8","KCNH8"
"COMP","COMP"
"DNAJC19","DNAJC19"
"OTOL1","OTOL1"
"FAM3D","FAM3D"
"COMT","COMT"
"ZPLD1","ZPLD1"
"LYZL4","LYZL4"
"KLHL40","KLHL40"
"COPA","COPA"
"TRIM71","TRIM71"
"FAM131A","FAM131A"
"CD200R1","CD200R1"
"CHCHD4","CHCHD4"
"COPB1","COPB1"
"ZDHHC19","ZDHHC19"
"CRYBG3","CRYBG3"
"DCBLD2","DCBLD2"
"LRRC15","LRRC15"
"FAM43A","FAM43A"
"KLF6","KLF6"
"TPRA1","TPRA1"
"TMEM42","TMEM42"
"UROC1","UROC1"
"SLC31A1","SLC31A1"
"SLC31A2","SLC31A2"
"ERICH6","ERICH6"
"NUDT16","NUDT16"
"COL6A6","COL6A6"
"GRK7","GRK7"
"FAM172BP","FAM172BP"
"TMEM207","TMEM207"
"METTL6","METTL6"
"ADK","ADK"
"TAMM41","TAMM41"
"IL17RE","IL17RE"
"RTP1","RTP1"
"IQCF1","IQCF1"
"GLYCTK","GLYCTK"
"PPM1M","PPM1M"
"C3orf49","C3orf49"
"SNTN","SNTN"
"SYNPR","SYNPR"
"LSMEM2","LSMEM2"
"RPL32P3","RPL32P3"
"H1-8","H1-8"
"OCIAD2","OCIAD2"
"SCLT1","SCLT1"
"C4orf33","C4orf33"
"SMIM43","SMIM43"
"PABPC4L","PABPC4L"
"CORT","CORT"
"MAP3K8","MAP3K8"
"ADAD1","ADAD1"
"ZFP42","ZFP42"
"LIN54","LIN54"
"SPATA18","SPATA18"
"COX4I1","COX4I1"
"FAM241A","FAM241A"
"TMPRSS11B","TMPRSS11B"
"GNPDA2","GNPDA2"
"SPATA4","SPATA4"
"CPEB2","CPEB2"
"EVC2","EVC2"
"COX5B","COX5B"
"ARL9","ARL9"
"AASDH","AASDH"
"PDCL2","PDCL2"
"C4orf36","C4orf36"
"ADM","ADM"
"PACRGL","PACRGL"
"TRAM1L1","TRAM1L1"
"OTOP1","OTOP1"
"ENPP6","ENPP6"
"SLC9B2","SLC9B2"
"SETD9","SETD9"
"IL31RA","IL31RA"
"EMB","EMB"
"SLCO6A1","SLCO6A1"
"C5orf47","C5orf47"
"PPARGC1B","PPARGC1B"
"MROH2B","MROH2B"
"EGFLAM","EGFLAM"
"PRRC1","PRRC1"
"NADK2","NADK2"
"UGT3A1","UGT3A1"
"CAPSL","CAPSL"
"COX6A1","COX6A1"
"JMY","JMY"
"C5orf58","C5orf58"
"COX6A2","COX6A2"
"ZNF474","ZNF474"
"CCDC127","CCDC127"
"ADORA1","ADORA1"
"COX6B1","COX6B1"
"OR2Y1","OR2Y1"
"UBE2QL1","UBE2QL1"
"C5orf49","C5orf49"
"ATPSCKMT","ATPSCKMT"
"CMBL","CMBL"
"POU5F2","POU5F2"
"DNAJC21","DNAJC21"
"AFAP1L1","AFAP1L1"
"GRPEL2","GRPEL2"
"TMEM171","TMEM171"
"TMEM174","TMEM174"
"LSM11","LSM11"
"POC5","POC5"
"GPR151","GPR151"
"STARD4","STARD4"
"WDR36","WDR36"
"ZNF300P1","ZNF300P1"
"NUDCD2","NUDCD2"
"COX6C","COX6C"
"UBLCP1","UBLCP1"
"ACOT12","ACOT12"
"SOWAHA","SOWAHA"
"SHROOM1","SHROOM1"
"C5orf24","C5orf24"
"COX7A1","COX7A1"
"ADAT2","ADAT2"
"COX7A2","COX7A2"
"RIPPLY2","RIPPLY2"
"IRAK1BP1","IRAK1BP1"
"CLVS2","CLVS2"
"TAAR1","TAAR1"
"COX7B","COX7B"
"STXBP5","STXBP5"
"ADORA2A","ADORA2A"
"COX7C","COX7C"
"COX8A","COX8A"
"NCOA7","NCOA7"
"HINT3","HINT3"
"PACRG","PACRG"
"B3GAT2","B3GAT2"
"SDHAF4","SDHAF4"
"COX10","COX10"
"CD109","CD109"
"RAET1E","RAET1E"
"PM20D2","PM20D2"
"SRSF12","SRSF12"
"COX11","COX11"
"C6orf141","C6orf141"
"HUS1B","HUS1B"
"COX15","COX15"
"CP","CP"
"TRIM40","TRIM40"
"MUCL3","MUCL3"
"CPA1","CPA1"
"CPA2","CPA2"
"TMEM270","TMEM270"
"TRIM50","TRIM50"
"CPA3","CPA3"
"OR9A2","OR9A2"
"LLCFC1","LLCFC1"
"TMEM139","TMEM139"
"NOBOX","NOBOX"
"OR2A14","OR2A14"
"OR6B1","OR6B1"
"OR2F2","OR2F2"
"ADORA2B","ADORA2B"
"CPB1","CPB1"
"ZNF786","ZNF786"
"CPB2","CPB2"
"CPD","CPD"
"COL26A1","COL26A1"
"PRSS37","PRSS37"
"KLF14","KLF14"
"SSMEM1","SSMEM1"
"C7orf57","C7orf57"
"CPE","CPE"
"SVOPL","SVOPL"
"LRGUK","LRGUK"
"ASB10","ASB10"
"CLDN4","CLDN4"
"CLDN3","CLDN3"
"PRSS58","PRSS58"
"CLDN7","CLDN7"
"MPLKIP","MPLKIP"
"CPM","CPM"
"SSC4D","SSC4D"
"C7orf31","C7orf31"
"CPN1","CPN1"
"ASZ1","ASZ1"
"CPN2","CPN2"
"CLDN23","CLDN23"
"CPOX","CPOX"
"ZNF572","ZNF572"
"CPS1","CPS1"
"GOT1L1","GOT1L1"
"CIBAR1","CIBAR1"
"CPT1A","CPT1A"
"VPS37A","VPS37A"
"CPT1B","CPT1B"
"CPT2","CPT2"
"NDUFAF6","NDUFAF6"
"TMEM68","TMEM68"
"ABRA","ABRA"
"LYPD2","LYPD2"
"CR1","CR1"
"NKX2-6","NKX2-6"
"TMEM71","TMEM71"
"SGCZ","SGCZ"
"ADHFE1","ADHFE1"
"UBXN2B","UBXN2B"
"CR1L","CR1L"
"PXDNL","PXDNL"
"GPAT4","GPAT4"
"UNC5D","UNC5D"
"LETM2","LETM2"
"CR2","CR2"
"DCAF4L2","DCAF4L2"
"RALYL","RALYL"
"HGSNAT","HGSNAT"
"RNF183","RNF183"
"CRABP1","CRABP1"
"NACC2","NACC2"
"C9orf116","C9orf116"
"CARNMT1","CARNMT1"
"CRABP2","CRABP2"
"C9orf57","C9orf57"
"C9orf85","C9orf85"
"C9orf135","C9orf135"
"LCN8","LCN8"
"DIPK1B","DIPK1B"
"CRAT","CRAT"
"PTRH1","PTRH1"
"PIP5KL1","PIP5KL1"
"TAF1L","TAF1L"
"CREB1","CREB1"
"ATF2","ATF2"
"PTPDC1","PTPDC1"
"ANKRD19P","ANKRD19P"
"CREBBP","CREBBP"
"ARID3C","ARID3C"
"RPP25L","RPP25L"
"C9orf131","C9orf131"
"OR13C5","OR13C5"
"ATF6B","ATF6B"
"OR13C8","OR13C8"
"OR13C3","OR13C3"
"OR13C4","OR13C4"
"OR13F1","OR13F1"
"OR1L8","OR1L8"
"OR1N2","OR1N2"
"OR1N1","OR1N1"
"CREBL2","CREBL2"
"DBH-AS1","DBH-AS1"
"CREM","CREM"
"SLITRK4","SLITRK4"
"SPANXN3","SPANXN3"
"MAGEC3","MAGEC3"
"BEND2","BEND2"
"PASD1","PASD1"
"DCAF12L1","DCAF12L1"
"DGKK","DGKK"
"CRH","CRH"
"MAP2K4P1","MAP2K4P1"
"DNAAF6","DNAAF6"
"PWWP3B","PWWP3B"
"FAM199X","FAM199X"
"AMER1","AMER1"
"CRHBP","CRHBP"
"APOOL","APOOL"
"HDX","HDX"
"FUNDC1","FUNDC1"
"ADGRG4","ADGRG4"
"CRHR1","CRHR1"
"PTCHD1","PTCHD1"
"PPP4R3C","PPP4R3C"
"MAGEB10","MAGEB10"
"DCAF8L1","DCAF8L1"
"CRHR2","CRHR2"
"VENTXP1","VENTXP1"
"OTUD6A","OTUD6A"
"UPRT","UPRT"
"MAGEE2","MAGEE2"
"CRIP1","CRIP1"
"MAGEB16","MAGEB16"
"FOXR2","FOXR2"
"CRIP2","CRIP2"
"GAB3","GAB3"
"PNCK","PNCK"
"ZFP92","ZFP92"
"ACTRT1","ACTRT1"
"GPR119","GPR119"
"PAGE3","PAGE3"
"CRK","CRK"
"RBMXL3","RBMXL3"
"DOCK11","DOCK11"
"SPIN4","SPIN4"
"CRKL","CRKL"
"AAMP","AAMP"
"ADORA3","ADORA3"
"CRMP1","CRMP1"
"RPS4Y2","RPS4Y2"
"CRP","CRP"
"KRTAP13-1","KRTAP13-1"
"TCP10L","TCP10L"
"HAPLN1","HAPLN1"
"RNF113B","RNF113B"
"MUC17","MUC17"
"ASB11","ASB11"
"ASB5","ASB5"
"ASB6","ASB6"
"ASB7","ASB7"
"ASB8","ASB8"
"ASB9","ASB9"
"PISRT1","PISRT1"
"MYL6B","MYL6B"
"ZNF358","ZNF358"
"MYO3B","MYO3B"
"RNF32","RNF32"
"APOBEC3D","APOBEC3D"
"S100A16","S100A16"
"CHODL","CHODL"
"TCEAL2","TCEAL2"
"CRX","CRX"
"SELENOM","SELENOM"
"NEK7","NEK7"
"ZFP28","ZFP28"
"ACTRT2","ACTRT2"
"GATA5","GATA5"
"MLLT10P1","MLLT10P1"
"SLC32A1","SLC32A1"
"C20orf96","C20orf96"
"BPIFA2","BPIFA2"
"ZBTB46","ZBTB46"
"WFDC3","WFDC3"
"GCNT7","GCNT7"
"NOL4L","NOL4L"
"CBLN4","CBLN4"
"CTCFL","CTCFL"
"TRIM69","TRIM69"
"MROH8","MROH8"
"CRY1","CRY1"
"SAMD10","SAMD10"
"ABHD16B","ABHD16B"
"CCM2L","CCM2L"
"BRI3BP","BRI3BP"
"SOGA1","SOGA1"
"TLDC2","TLDC2"
"RIMS4","RIMS4"
"SUN5","SUN5"
"MACROD2","MACROD2"
"DYNLL2","DYNLL2"
"TMEM37","TMEM37"
"UBE2F","UBE2F"
"ADAMTS14","ADAMTS14"
"NRSN1","NRSN1"
"SMCR5","SMCR5"
"SMCR8","SMCR8"
"CRY2","CRY2"
"RPL10L","RPL10L"
"TRPM6","TRPM6"
"KRT72","KRT72"
"SRXN1","SRXN1"
"ROMO1","ROMO1"
"NEURL2","NEURL2"
"LINC00261","LINC00261"
"ZSWIM3","ZSWIM3"
"WFDC10A","WFDC10A"
"BANF2","BANF2"
"NANP","NANP"
"LINC00266-1","LINC00266-1"
"DEFB127","DEFB127"
"SCP2D1","SCP2D1"
"ISM1","ISM1"
"WFDC6","WFDC6"
"C20orf173","C20orf173"
"LINC00028","LINC00028"
"RIPOR3","RIPOR3"
"CST11","CST11"
"DEFB129","DEFB129"
"ZNF280B","ZNF280B"
"SIRPA","SIRPA"
"PABPC5","PABPC5"
"SREK1","SREK1"
"RBBP8NL","RBBP8NL"
"CNBD2","CNBD2"
"CRYAA","CRYAA"
"STK35","STK35"
"R3HDML","R3HDML"
"DCANP1","DCANP1"
"ADPRH","ADPRH"
"CRYAB","CRYAB"
"CRYBA1","CRYBA1"
"CRYBA2","CRYBA2"
"CRYBA4","CRYBA4"
"CRYBB1","CRYBB1"
"CRYBB2","CRYBB2"
"CRYBB2P1","CRYBB2P1"
"CRYBB3","CRYBB3"
"CRYGA","CRYGA"
"CRYGB","CRYGB"
"PARP1","PARP1"
"CRYGC","CRYGC"
"CRYGD","CRYGD"
"MIB2","MIB2"
"DUSP19","DUSP19"
"SLC34A3","SLC34A3"
"ITLN2","ITLN2"
"RAB40A","RAB40A"
"ASB15","ASB15"
"ASB14","ASB14"
"ASB12","ASB12"
"CRYGS","CRYGS"
"CRYM","CRYM"
"ACSM6","ACSM6"
"SAMD8","SAMD8"
"CRYZ","CRYZ"
"LIPJ","LIPJ"
"CFL1P1","CFL1P1"
"TRUB1","TRUB1"
"PARP4","PARP4"
"MPP7","MPP7"
"CS","CS"
"FRMPD2","FRMPD2"
"VTI1A","VTI1A"
"MAPK14","MAPK14"
"DYDC1","DYDC1"
