"Feature_ID","Symbol"
"MMP14","MMP14"
"ATP5F1EP2","ATP5F1EP2"
"MMP15","MMP15"
"MMP16","MMP16"
"MMP17","MMP17"
"MMP19","MMP19"
"ALDH6A1","ALDH6A1"
"ASGR2","ASGR2"
"MN1","MN1"
"MNAT1","MNAT1"
"MNDA","MNDA"
"MNT","MNT"
"MOBP","MOBP"
"MOCS1","MOCS1"
"MOCS2","MOCS2"
"ASIP","ASIP"
"MOG","MOG"
"MOS","MOS"
"MOV10","MOV10"
"CD200","CD200"
"ASL","ASL"
"MPG","MPG"
"MPI","MPI"
"MPL","MPL"
"MPO","MPO"
"MPP1","MPP1"
"MPP2","MPP2"
"MPP3","MPP3"
"MPST","MPST"
"MPV17","MPV17"
"MPZ","MPZ"
"MRC1","MRC1"
"MRE11","MRE11"
"ABCC1","ABCC1"
"ASMT","ASMT"
"KLK14","KLK14"
"KLK12","KLK12"
"GET3","GET3"
"KRTAP5-5","KRTAP5-5"
"LINC00615","LINC00615"
"MXRA7","MXRA7"
"LINC01555","LINC01555"
"THAP7-AS1","THAP7-AS1"
"LINC00575","LINC00575"
"FER1L6-AS1","FER1L6-AS1"
"PRKCQ-AS1","PRKCQ-AS1"
"CELF2-AS2","CELF2-AS2"
"SHLD2P3","SHLD2P3"
"LINC00857","LINC00857"
"LINC00863","LINC00863"
"IFIT1B","IFIT1B"
"ASNS","ASNS"
"KRTAP5-2","KRTAP5-2"
"KRTAP5-6","KRTAP5-6"
"TMEM41B","TMEM41B"
"LINC02709","LINC02709"
"PAX6-AS1","PAX6-AS1"
"LOC440040","LOC440040"
"TRIM51HP","TRIM51HP"
"SLC22A20P","SLC22A20P"
"KRTAP5-7","KRTAP5-7"
"KRTAP5-11","KRTAP5-11"
"CARD17","CARD17"
"LINC00167","LINC00167"
"IQSEC3","IQSEC3"
"ZNF705A","ZNF705A"
"FAM66C","FAM66C"
"DDX12P","DDX12P"
"SMCO3","SMCO3"
"H3-5","H3-5"
"DBX2","DBX2"
"FLJ12825","FLJ12825"
"PLEKHG7","PLEKHG7"
"LINC02372","LINC02372"
"FZD10-AS1","FZD10-AS1"
"LINC00544","LINC00544"
"ALG11","ALG11"
"MZT1","MZT1"
"OR11H12","OR11H12"
"RNASE13","RNASE13"
"LOC440173","LOC440173"
"CCDC196","CCDC196"
"CCDC88C","CCDC88C"
"CXADRP3","CXADRP3"
"NF1P2","NF1P2"
"GOLGA6L22","GOLGA6L22"
"HERC2P9","HERC2P9"
"WHAMMP2","WHAMMP2"
"GOLGA8B","GOLGA8B"
"EIF2AK4","EIF2AK4"
"CATSPER2P1","CATSPER2P1"
"UNC13C","UNC13C"
"UBL7-AS1","UBL7-AS1"
"GOLGA6L9","GOLGA6L9"
"DNM1P41","DNM1P41"
"LOC440300","LOC440300"
"TTLL13P","TTLL13P"
"LOC440311","LOC440311"
"SMIM22","SMIM22"
"NPIPB15","NPIPB15"
"SNX29P2","SNX29P2"
"SMG1P2","SMG1P2"
"CDIPTOSP","CDIPTOSP"
"YBX3P1","YBX3P1"
"CTRB2","CTRB2"
"TBC1D3P5","TBC1D3P5"
"SUZ12P1","SUZ12P1"
"NPEPPSP1","NPEPPSP1"
"GPR179","GPR179"
"TBC1D3P2","TBC1D3P2"
"PLEKHM1P1","PLEKHM1P1"
"ARHGAP27P2","ARHGAP27P2"
"BAIAP2-DT","BAIAP2-DT"
"ANKRD20A5P","ANKRD20A5P"
"HSBP1L1","HSBP1L1"
"PLIN5","PLIN5"
"CLEC4GP1","CLEC4GP1"
"ZNF506","ZNF506"
"GOLGA2P9","GOLGA2P9"
"ZNF724","ZNF724"
"PSG8","PSG8"
"PRDM16-DT","PRDM16-DT"
"PRAMEF11","PRAMEF11"
"PRAMEF6","PRAMEF6"
"HNRNPCL2","HNRNPCL2"
"UQCRHL","UQCRHL"
"MICOS10","MICOS10"
"SLC2A1-AS1","SLC2A1-AS1"
"FAM183A","FAM183A"
"ZYG11A","ZYG11A"
"LINC01761","LINC01761"
"RBM15-AS1","RBM15-AS1"
"BCL2L15","BCL2L15"
"H2BC18","H2BC18"
"ETV3L","ETV3L"
"LRRC52","LRRC52"
"LOC440700","LOC440700"
"LINC01720","LINC01720"
"RHEX","RHEX"
"TRIM67","TRIM67"
"MAP1LC3C","MAP1LC3C"
"LINC00851","LINC00851"
"P2RX6P","P2RX6P"
"PIWIL3","PIWIL3"
"MIAT","MIAT"
"SHISA8","SHISA8"
"ODF3B","ODF3B"
"CAPN14","CAPN14"
"ACTR3BP2","ACTR3BP2"
"LINC01123","LINC01123"
"LOC440896","LOC440896"
"LINC01191","LINC01191"
"FAR2P1","FAR2P1"
"LOC440910","LOC440910"
"LINC01124","LINC01124"
"H3P6","H3P6"
"THUMPD3-AS1","THUMPD3-AS1"
"EIF1B-AS1","EIF1B-AS1"
"TMEM89","TMEM89"
"IQCF6","IQCF6"
"SMIM4","SMIM4"
"LINC00971","LINC00971"
"CPEB2-DT","CPEB2-DT"
"MTHFD2L","MTHFD2L"
"LINC02483","LINC02483"
"TMEM150C","TMEM150C"
"GUSBP5","GUSBP5"
"C4orf47","C4orf47"
"MARCHF11","MARCHF11"
"FLJ31104","FLJ31104"
"LOC441081","LOC441081"
"CRSP8P","CRSP8P"
"NR2F1-AS1","NR2F1-AS1"
"IRF1-AS1","IRF1-AS1"
"LINC01951","LINC01951"
"C6orf226","C6orf226"
"TMEM151B","TMEM151B"
"LOC441155","LOC441155"
"OOEP","OOEP"
"CALHM6","CALHM6"
"FLJ46906","FLJ46906"
"LINC00602","LINC00602"
"RNF216P1","RNF216P1"
"PMS2CL","PMS2CL"
"LOC441204","LOC441204"
"ZNRF2P1","ZNRF2P1"
"RP9P","RP9P"
"ZNF716","ZNF716"
"LOC441242","LOC441242"
"TYW1B","TYW1B"
"SPDYE7P","SPDYE7P"
"DTX2P1-UPK3BP1-PMS2P11","DTX2P1-UPK3BP1-PMS2P11"
"SPDYE3","SPDYE3"
"AKR1B15","AKR1B15"
"CTAGE15","CTAGE15"
"OR2A9P","OR2A9P"
"HRAT92","HRAT92"
"OR4F21","OR4F21"
"FAM90A7P","FAM90A7P"
"FAM90A10P","FAM90A10P"
"MIR2052HG","MIR2052HG"
"FLJ46284","FLJ46284"
"FLJ42969","FLJ42969"
"AARD","AARD"
"LINC01239","LINC01239"
"SUGT1P1","SUGT1P1"
"ANKRD20A3P","ANKRD20A3P"
"AQP7P3","AQP7P3"
"SPATA31C1","SPATA31C1"
"PTMAP11","PTMAP11"
"LOC441455","LOC441455"
"NUTM2G","NUTM2G"
"ANKRD18B","ANKRD18B"
"STX17-AS1","STX17-AS1"
"STPG3","STPG3"
"NRARP","NRARP"
"FTHL18","FTHL18"
"LINC00891","LINC00891"
"RPS26P11","RPS26P11"
"GLRA4","GLRA4"
"RTL8B","RTL8B"
"CT45A3","CT45A3"
"CT45A5","CT45A5"
"SPANXN4","SPANXN4"
"PGAM4","PGAM4"
"CDNF","CDNF"
"FRG2B","FRG2B"
"SEPTIN7P11","SEPTIN7P11"
"OR5B3","OR5B3"
"TSPAN11","TSPAN11"
"OR9K2","OR9K2"
"LOC441666","LOC441666"
"OR4Q3","OR4Q3"
"OR4M1","OR4M1"
"TEX21P","TEX21P"
"PRKXP1","PRKXP1"
"WBP11P1","WBP11P1"
"TARM1","TARM1"
"ANKRD65","ANKRD65"
"PGBP","PGBP"
"OR10J3","OR10J3"
"OR2W5P","OR2W5P"
"OR13G1","OR13G1"
"ZFAS1","ZFAS1"
"LOC442028","LOC442028"
"SULT1C3","SULT1C3"
"GALNTL6","GALNTL6"
"LOC442132","LOC442132"
"OR2B3","OR2B3"
"OR2J3","OR2J3"
"OR14J1","OR14J1"
"OR10C1","OR10C1"
"ATP6V0CP3","ATP6V0CP3"
"PTCHD4","PTCHD4"
"SLC25A51P1","SLC25A51P1"
"KRT18P50","KRT18P50"
"GSTM2P1","GSTM2P1"
"RFPL4B","RFPL4B"
"ZNF727","ZNF727"
"OR2A2","OR2A2"
"PTGER4P2-CDK2AP2P2","PTGER4P2-CDK2AP2P2"
"FOXB2","FOXB2"
"FAM47C","FAM47C"
"UQCRBP1","UQCRBP1"
"XRCC6P5","XRCC6P5"
"LOC442497","LOC442497"
"DPY19L2P4","DPY19L2P4"
"DPY19L2P3","DPY19L2P3"
"STAG3L3","STAG3L3"
"STAG3L2","STAG3L2"
"SPDYE5","SPDYE5"
"EIF3IP1","EIF3IP1"
"LMOD2","LMOD2"
"PRY2","PRY2"
"MIR133B","MIR133B"
"MIR135B","MIR135B"
"MIR148B","MIR148B"
"MIR302B","MIR302B"
"MIR323A","MIR323A"
"MIR324","MIR324"
"MIR326","MIR326"
"MIR328","MIR328"
"MIR330","MIR330"
"MIR331","MIR331"
"MIR335","MIR335"
"MIR337","MIR337"
"MIR339","MIR339"
"MIR340","MIR340"
"MIR345","MIR345"
"MIR346","MIR346"
"MIR376C","MIR376C"
"MIR369","MIR369"
"MIR372","MIR372"
"MIR373","MIR373"
"MIR374A","MIR374A"
"ASPA","ASPA"
"MYO1B","MYO1B"
"CITED1","CITED1"
"MSH2","MSH2"
"MSH3","MSH3"
"MSH4","MSH4"
"ASPH","ASPH"
"MSI1","MSI1"
"IGFL4","IGFL4"
"ASS1","ASS1"
"ARHGEF35","ARHGEF35"
"SULT1A4","SULT1A4"
"TARP","TARP"
"CBWD3","CBWD3"
"C9orf129","C9orf129"
"POTEE","POTEE"
"PALM2AKAP2","PALM2AKAP2"
"MSMB","MSMB"
"MSN","MSN"
"MSR1","MSR1"
"MSRA","MSRA"
"MST1","MST1"
"MST1R","MST1R"
"MSX1","MSX1"
"MSX2","MSX2"
"KPRP","KPRP"
"LCE6A","LCE6A"
"MT1A","MT1A"
"MT1B","MT1B"
"MT1E","MT1E"
"MT1F","MT1F"
"DEFA8P","DEFA8P"
"DEFA9P","DEFA9P"
"DEFA10P","DEFA10P"
"MT1G","MT1G"
"GGNBP1","GGNBP1"
"MT1H","MT1H"
"MT1JP","MT1JP"
"MT1M","MT1M"
"MT1L","MT1L"
"MT1X","MT1X"
"MT2A","MT2A"
"MT3","MT3"
"MTAP","MTAP"
"MTCP1","MTCP1"
"MTF1","MTF1"
"NUDT1","NUDT1"
"MTHFD1","MTHFD1"
"MTHFR","MTHFR"
"MTIF2","MTIF2"
"MTM1","MTM1"
"MYO1F","MYO1F"
"MTNR1A","MTNR1A"
"MTNR1B","MTNR1B"
"MTTP","MTTP"
"MTR","MTR"
"MTRR","MTRR"
"MTX1","MTX1"
"MUC1","MUC1"
"MUC2","MUC2"
"MUC4","MUC4"
"MUC6","MUC6"
"MUC7","MUC7"
"TRIM37","TRIM37"
"MUSK","MUSK"
"MMUT","MMUT"
"MUTYH","MUTYH"
"MVD","MVD"
"MVK","MVK"
"MX1","MX1"
"ASTN1","ASTN1"
"MX2","MX2"
"MXI1","MXI1"
"MYB","MYB"
"MYBL1","MYBL1"
"MYBPC1","MYBPC1"
"MYBL2","MYBL2"
"MYBPC2","MYBPC2"
"MYBPC3","MYBPC3"
"MYBPH","MYBPH"
"MYC","MYC"
"MYCL","MYCL"
"MYCN","MYCN"
"MYD88","MYD88"
"GADD45B","GADD45B"
"MYF5","MYF5"
"MYF6","MYF6"
"MYH1","MYH1"
"SERPINC1","SERPINC1"
"MYH2","MYH2"
"MYH3","MYH3"
"MYH4","MYH4"
"MYH6","MYH6"
"MYH7","MYH7"
"MYH8","MYH8"
"MYH9","MYH9"
"MYH10","MYH10"
"MYH11","MYH11"
"ZFHX3","ZFHX3"
"MYL1","MYL1"
"MYL2","MYL2"
"MYL3","MYL3"
"MYL4","MYL4"
"MYL5","MYL5"
"MYL6","MYL6"
"MYLK","MYLK"
"MYO1A","MYO1A"
"MYO1C","MYO1C"
"MYO1D","MYO1D"
"MYO1E","MYO1E"
"MYO5A","MYO5A"
"MYO5B","MYO5B"
"MYO6","MYO6"
"MYO7A","MYO7A"
"MYO7B","MYO7B"
"MYO9A","MYO9A"
"MYO9B","MYO9B"
"MYO10","MYO10"
"MYOC","MYOC"
"MYOD1","MYOD1"
"MYOG","MYOG"
"PPP1R12A","PPP1R12A"
"ATF1","ATF1"
"PPP1R12B","PPP1R12B"
"MYT1","MYT1"
"NAB1","NAB1"
"NAB2","NAB2"
"NACA","NACA"
"NAGA","NAGA"
"NAGLU","NAGLU"
"ATF3","ATF3"
"HNRNPM","HNRNPM"
"NAIP","NAIP"
"NAP1L1","NAP1L1"
"NAP1L2","NAP1L2"
"NAP1L3","NAP1L3"
"NAP1L4","NAP1L4"
"NARS1","NARS1"
"NASP","NASP"
"ATF4","ATF4"
"CEACAM6","CEACAM6"
"NBL1","NBL1"
"NUBP1","NUBP1"
"NBN","NBN"
"NCAM1","NCAM1"
"NCAM2","NCAM2"
"NCBP1","NCBP1"
"NCF2","NCF2"
"NCF4","NCF4"
"NCK1","NCK1"
"NCL","NCL"
"NDN","NDN"
"NDP","NDP"
"NDUFA1","NDUFA1"
"NDUFA2","NDUFA2"
"NDUFA3","NDUFA3"
"NDUFA4","NDUFA4"
"NDUFA5","NDUFA5"
"ACLY","ACLY"
"NDUFA6","NDUFA6"
"NDUFA7","NDUFA7"
"NDUFA8","NDUFA8"
"NEB","NEB"
"NDUFA9","NDUFA9"
"NDUFA10","NDUFA10"
"NDUFAB1","NDUFAB1"
"NDUFB1","NDUFB1"
"NDUFB2","NDUFB2"
"NDUFB3","NDUFB3"
"ATIC","ATIC"
"NDUFB4","NDUFB4"
"NDUFB5","NDUFB5"
"NDUFB6","NDUFB6"
"NDUFB7","NDUFB7"
"NDUFB8","NDUFB8"
"NDUFB9","NDUFB9"
"NDUFB10","NDUFB10"
"NDUFC1","NDUFC1"
"NDUFC2","NDUFC2"
"NDUFS1","NDUFS1"
"ATM","ATM"
"NDUFS2","NDUFS2"
"NDUFS3","NDUFS3"
"NDUFV1","NDUFV1"
"NDUFS4","NDUFS4"
"NDUFS5","NDUFS5"
"NDUFS6","NDUFS6"
"NDUFS8","NDUFS8"
"NDUFV2","NDUFV2"
"RERE","RERE"
"NDUFV3","NDUFV3"
"DRG1","DRG1"
"NEDD4","NEDD4"
"SEPTIN2","SEPTIN2"
"RPL10A","RPL10A"
"NEDD8","NEDD8"
"NEDD9","NEDD9"
"ATOH1","ATOH1"
"NEFM","NEFM"
"LRRC37A2","LRRC37A2"
"SUMO1P3","SUMO1P3"
"SPIN2B","SPIN2B"
"GIMAP6","GIMAP6"
"LRRC18","LRRC18"
"NEFH","NEFH"
"NELL1","NELL1"
"NEFL","NEFL"
"ATOX1","ATOX1"
"NEK1","NEK1"
"NEK2","NEK2"
"NEK3","NEK3"
"NELL2","NELL2"
"NEO1","NEO1"
"NEU1","NEU1"
"NEU2","NEU2"
"ATP1A1","ATP1A1"
"NEUROD1","NEUROD1"
"NEUROD2","NEUROD2"
"NEUROG1","NEUROG1"
"NF1","NF1"
"ATP1A2","ATP1A2"
"NF2","NF2"
"NFATC1","NFATC1"
"NFATC2","NFATC2"
"NFIA","NFIA"
"NFATC3","NFATC3"
"NFATC4","NFATC4"
"NFE2","NFE2"
"NFE2L1","NFE2L1"
"ATP1A3","ATP1A3"
"NFE2L2","NFE2L2"
"NFIB","NFIB"
"NFIC","NFIC"
"NFIL3","NFIL3"
"NFIX","NFIX"
"ATP12A","ATP12A"
"NFKB1","NFKB1"
"NFKB2","NFKB2"
"NFKBIA","NFKBIA"
"NFKBIB","NFKBIB"
"NFKBIE","NFKBIE"
"NFKBIL1","NFKBIL1"
"TONSL","TONSL"
"NFRKB","NFRKB"
"NFX1","NFX1"
"ACO1","ACO1"
"ATP1A4","ATP1A4"
"NFYA","NFYA"
"NFYB","NFYB"
"NFYC","NFYC"
"NGF","NGF"
"NGFR","NGFR"
"NHLH1","NHLH1"
"NHLH2","NHLH2"
"SNU13","SNU13"
"ATP1B1","ATP1B1"
"NHS","NHS"
"NID1","NID1"
"NINJ1","NINJ1"
"NINJ2","NINJ2"
"NIT1","NIT1"
"NKG7","NKG7"
"ATP1B2","ATP1B2"
"NKTR","NKTR"
"NKX2-2","NKX2-2"
"NKX3-1","NKX3-1"
"NKX6-1","NKX6-1"
"NNAT","NNAT"
"NMB","NMB"
"NMBR","NMBR"
"ATP1B3","ATP1B3"
"NME1","NME1"
"NME2","NME2"
"NME3","NME3"
"NME4","NME4"
"NQO2","NQO2"
"NMT1","NMT1"
"NNMT","NNMT"
"NODAL","NODAL"
"NOP2","NOP2"
"NONO","NONO"
"NOS1","NOS1"
"NOS2","NOS2"
"NOS3","NOS3"
"CNOT2","CNOT2"
"CNOT3","CNOT3"
"CNOT4","CNOT4"
"NOTCH1","NOTCH1"
"NPY","NPY"
"NOTCH2","NOTCH2"
"NOTCH3","NOTCH3"
"NOTCH4","NOTCH4"
"CCN3","CCN3"
"NOVA1","NOVA1"
"NOVA2","NOVA2"
"FXYD2","FXYD2"
"PNP","PNP"
"NPAS1","NPAS1"
"NPAS2","NPAS2"
"NPAT","NPAT"
"NPC1","NPC1"
"NPHP1","NPHP1"
"NPHS1","NPHS1"
"NPM1","NPM1"
"ATP2A1","ATP2A1"
"NPPA","NPPA"
"NPPB","NPPB"
"ATP2A2","ATP2A2"
"NPPC","NPPC"
"NPR1","NPR1"
"NPR2","NPR2"
"NPR3","NPR3"
"NPTX1","NPTX1"
"NPTX2","NPTX2"
"NPY1R","NPY1R"
"NPY2R","NPY2R"
"NPY6R","NPY6R"
"NPY5R","NPY5R"
"ATP2A3","ATP2A3"
"SLC11A2","SLC11A2"
"NRAP","NRAP"
"NRAS","NRAS"
"NRCAM","NRCAM"
"NRDC","NRDC"
"NRF1","NRF1"
"ACR","ACR"
"ATP2B1","ATP2B1"
"NRGN","NRGN"
"NRL","NRL"
"NRTN","NRTN"
"YBX1","YBX1"
"NSF","NSF"
"NT5E","NT5E"
"NTF3","NTF3"
"NTF4","NTF4"
"ATP2B2","ATP2B2"
"NTHL1","NTHL1"
"NTRK1","NTRK1"
"NTRK2","NTRK2"
"NTRK3","NTRK3"
"NTN3","NTN3"
"ROR1","ROR1"
"ATP2B3","ATP2B3"
"ROR2","ROR2"
"DDR2","DDR2"
"NTS","NTS"
"NTSR1","NTSR1"
"GEMIN8P4","GEMIN8P4"
"PPDPFL","PPDPFL"
"IGIP","IGIP"
"NUCB1","NUCB1"
"NUCB2","NUCB2"
"NUMA1","NUMA1"
"NUP88","NUP88"
"NUP98","NUP98"
"NR4A2","NR4A2"
"ATP2B4","ATP2B4"
"NVL","NVL"
"GPR143","GPR143"
"COA5","COA5"
"GS1-124K5.11","GS1-124K5.11"
"OAS1","OAS1"
"HCG11","HCG11"
"TRIM72","TRIM72"
"CISD2","CISD2"
"CCDC73","CCDC73"
"EID3","EID3"
"GPX8","GPX8"
"OAS2","OAS2"
"TMEM9B-AS1","TMEM9B-AS1"
"RNASE12","RNASE12"
"PHOSPHO2","PHOSPHO2"
"OAS3","OAS3"
"RBMXL1","RBMXL1"
"SPANXN1","SPANXN1"
"SPANXN2","SPANXN2"
"NFYCP2","NFYCP2"
"SLC25A51P4","SLC25A51P4"
"CHAC2","CHAC2"
"FBXO47","FBXO47"
"SPANXN5","SPANXN5"
"OAT","OAT"
"TBC1D25","TBC1D25"
"MIR375","MIR375"
"MIR376A1","MIR376A1"
"MIR377","MIR377"
"MIR379","MIR379"
"MIR380","MIR380"
"MIR381","MIR381"
"MIR382","MIR382"
"MIR383","MIR383"
"MIR384","MIR384"
"MIR423","MIR423"
"MIR424","MIR424"
"MIR425","MIR425"
"RNF165","RNF165"
"PJVK","PJVK"
"TYMSOS","TYMSOS"
"WEE2","WEE2"
"C9orf135-DT","C9orf135-DT"
"OAZ1","OAZ1"
"OAZ2","OAZ2"
"OCA2","OCA2"
"ATP4A","ATP4A"
"OCM2","OCM2"
"OCRL","OCRL"
"ODC1","ODC1"
"ODF1","ODF1"
"ODF2","ODF2"
"OMD","OMD"
"ATP4B","ATP4B"
"OGDH","OGDH"
"OGG1","OGG1"
"OGN","OGN"
"FLJ25758","FLJ25758"
"TIFAB","TIFAB"
"CLEC18B","CLEC18B"
"BDNF-AS","BDNF-AS"
"C18orf61","C18orf61"
"OLR1","OLR1"
"OMG","OMG"
"OMP","OMP"
"OPA1","OPA1"
"LINC00293","LINC00293"
"C18orf32","C18orf32"
"OPCML","OPCML"
"ATP5F1A","ATP5F1A"
"TNFRSF11B","TNFRSF11B"
"OPHN1","OPHN1"
"OPRD1","OPRD1"
"ZBTB21","ZBTB21"
"SCAPER","SCAPER"
"WRAP73","WRAP73"
"OPRK1","OPRK1"
"CRNN","CRNN"
"CLDN20","CLDN20"
"OPRL1","OPRL1"
"OPRM1","OPRM1"
"SIX6","SIX6"
"OR1D2","OR1D2"
"OR1F1","OR1F1"
"OR2C1","OR2C1"
"OR3A1","OR3A1"
"OR3A2","OR3A2"
"ORC1","ORC1"
"ORC2","ORC2"
"ACO2","ACO2"
"ORC4","ORC4"
"ORC5","ORC5"
"SLC22A18","SLC22A18"
"SLC22A18AS","SLC22A18AS"
"ORM1","ORM1"
"ORM2","ORM2"
"OSBP","OSBP"
"OSM","OSM"
"OTC","OTC"
"ALDH7A1","ALDH7A1"
"CLDN11","CLDN11"
"OTX1","OTX1"
"OTX2","OTX2"
"OVGP1","OVGP1"
"OVOL1","OVOL1"
"OXA1L","OXA1L"
"OXCT1","OXCT1"
"OXT","OXT"
"OXTR","OXTR"
"P2RX1","P2RX1"
"P2RX3","P2RX3"
"P2RX4","P2RX4"
"P2RX5","P2RX5"
"P2RX7","P2RX7"
"P2RY1","P2RY1"
"P2RY2","P2RY2"
"P2RY4","P2RY4"
"P2RY6","P2RY6"
"P2RY11","P2RY11"
"P4HA1","P4HA1"
"P4HB","P4HB"
"MS4A13","MS4A13"
"LINC00929","LINC00929"
"A1BG-AS1","A1BG-AS1"
"SPRN","SPRN"
"RGMB-AS1","RGMB-AS1"
"ARGFX","ARGFX"
"PA2G4","PA2G4"
"DEFB107B","DEFB107B"
"DEFB104B","DEFB104B"
"ARGFXP2","ARGFXP2"
"DPRXP4","DPRXP4"
"LOH12CR2","LOH12CR2"
"PEBP1","PEBP1"
"DPRX","DPRX"
"DUXA","DUXA"
"OR8U8","OR8U8"
"OR9G9","OR9G9"
"PABPC3","PABPC3"
"FURIN","FURIN"
"PCSK6","PCSK6"
"PAEP","PAEP"
"PAFAH1B1","PAFAH1B1"
"RRM2B","RRM2B"
"SMARCAL1","SMARCAL1"
"G0S2","G0S2"
"PLA2G3","PLA2G3"
"MINK1","MINK1"
"CD207","CD207"
"PAFAH1B2","PAFAH1B2"
"PAFAH1B3","PAFAH1B3"
"DUOX2","DUOX2"
"NOX4","NOX4"
"NOX3","NOX3"
"COL5A3","COL5A3"
"PAFAH2","PAFAH2"
"SYCP3","SYCP3"
"PODXL2","PODXL2"
"DELEC1","DELEC1"
"CHST11","CHST11"
"PRDX1","PRDX1"
"PAH","PAH"
"SERPINE1","SERPINE1"
"SERPINB2","SERPINB2"
"PAK1","PAK1"
"ATP5F1B","ATP5F1B"
"IL20","IL20"
"UBQLN3","UBQLN3"
"GALNT9","GALNT9"
"IL21R","IL21R"
"IL22","IL22"
"ATP6V0A4","ATP6V0A4"
"ITSN2","ITSN2"
"DEF6","DEF6"
"PAK2","PAK2"
"CUZD1","CUZD1"
"CYHR1","CYHR1"
"GEMIN4","GEMIN4"
"PAK3","PAK3"
"CALY","CALY"
"ANO7","ANO7"
"PALM","PALM"
"PNPLA8","PNPLA8"
"ARHGEF4","ARHGEF4"
"ARHGEF3","ARHGEF3"
"SLC45A1","SLC45A1"
"PCA3","PCA3"
"PAM","PAM"
"CNTN3","CNTN3"
"NEUROG3","NEUROG3"
"REG3A","REG3A"
"PAPPA","PAPPA"
"RDH8","RDH8"
"PRKN","PRKN"
"DCAF8","DCAF8"
"PARN","PARN"
"PAWR","PAWR"
"PAX1","PAX1"
"PAX2","PAX2"
"PAX3","PAX3"
"PAX4","PAX4"
"PAX5","PAX5"
"PAX6","PAX6"
"KCNK4","KCNK4"
"MYEF2","MYEF2"
"IRX4","IRX4"
"ASAP1","ASAP1"
"AK3","AK3"
"HP1BP3","HP1BP3"
"PAX7","PAX7"
"HDGFL3","HDGFL3"
"COPS7A","COPS7A"
"NSDHL","NSDHL"
"PDCL","PDCL"
"PAX9","PAX9"
"TAS2R3","TAS2R3"
"TAS2R4","TAS2R4"
"TAS2R16","TAS2R16"
"TAS2R1","TAS2R1"
"TAS2R9","TAS2R9"
"TAS2R8","TAS2R8"
"TAS2R7","TAS2R7"
"TAS2R13","TAS2R13"
"TAS2R10","TAS2R10"
"TAS2R14","TAS2R14"
"DHH","DHH"
"F11R","F11R"
"TRAT1","TRAT1"
"VILL","VILL"
"SNHG32","SNHG32"
"PARD6A","PARD6A"
"CLEC4A","CLEC4A"
"SPOCK3","SPOCK3"
"STMN3","STMN3"
"RNF141","RNF141"
"NTM","NTM"
"HEBP1","HEBP1"
"PBX1","PBX1"
"PBX2","PBX2"
"ATP5F1C","ATP5F1C"
"PBX3","PBX3"
"PC","PC"
"PCBD1","PCBD1"
"PCBP1","PCBP1"
"CDON","CDON"
"IMPG2","IMPG2"
"PCBP2","PCBP2"
"PDE11A","PDE11A"
"FOXP3","FOXP3"
"SHANK1","SHANK1"
"TBX22","TBX22"
"PCCA","PCCA"
"PCCB","PCCB"
"SOST","SOST"
"PCDH1","PCDH1"
"PCDHGC3","PCDHGC3"
"PCDH7","PCDH7"
"TMED5","TMED5"
"ACOX1","ACOX1"
"PCDH8","PCDH8"
"SLC35B3","SLC35B3"
"MTERF3","MTERF3"
"TPRKB","TPRKB"
"MED31","MED31"
"COQ6","COQ6"
"AMDHD2","AMDHD2"
"SLC35C2","SLC35C2"
"ASCC1","ASCC1"
"DERL2","DERL2"
"PCDH9","PCDH9"
"EXOSC3","EXOSC3"
"FAHD2A","FAHD2A"
"PRELID3B","PRELID3B"
"EXOSC1","EXOSC1"
"TMED7","TMED7"
"ISOC1","ISOC1"
"EMC9","EMC9"
"RRP15","RRP15"
"WASHC3","WASHC3"
"HDDC2","HDDC2"
"MRPS16","MRPS16"
"GLRX2","GLRX2"
"MRPS18C","MRPS18C"
"FIS1","FIS1"
"PAM16","PAM16"
"GOLT1B","GOLT1B"
"BOLA1","BOLA1"
"VPS36","VPS36"
"DESI2","DESI2"
"TVP23B","TVP23B"
"GLOD4","GLOD4"
"CELA2B","CELA2B"
"UBXN1","UBXN1"
"SERPINA5","SERPINA5"
"ZNF593","ZNF593"
"ZBTB7B","ZBTB7B"
"ST8SIA3","ST8SIA3"
"PCK1","PCK1"
"PI15","PI15"
"PRLH","PRLH"
"GMNN","GMNN"
"PLEKHA8P1","PLEKHA8P1"
"LAP3","LAP3"
"WDPCP","WDPCP"
"ZNF691","ZNF691"
"FAM135B","FAM135B"
"PCK2","PCK2"
"TXNDC12","TXNDC12"
"TXNDC11","TXNDC11"
"ATL1","ATL1"
"CALHM2","CALHM2"
"RPS27L","RPS27L"
"SSUH2","SSUH2"
"YARS2","YARS2"
"NMD3","NMD3"
"MRPL2","MRPL2"
"NOSIP","NOSIP"
"DERA","DERA"
"MRPL4","MRPL4"
"APIP","APIP"
"TMX2","TMX2"
"CUTC","CUTC"
"FCF1","FCF1"
"THAP4","THAP4"
"NDUFA13","NDUFA13"
"PCM1","PCM1"
"MRPS7","MRPS7"
"POLR1D","POLR1D"
"GAL","GAL"
"CRYL1","CRYL1"
"MLXIPL","MLXIPL"
"TNNI3K","TNNI3K"
"YBX2","YBX2"
"KLHL5","KLHL5"
"PLLP","PLLP"
"SEPSECS","SEPSECS"
"SIDT2","SIDT2"
"RRNAD1","RRNAD1"
"ADIPOR1","ADIPOR1"
"TRNT1","TRNT1"
