Feature_ID,row m/z,row retention time,row identity (all IDs),Identity Mapped,FormulaMapped,KEGG,HMDB,PubChem,row number of detected peaks,Number of non-zero peaks,Percent pre-gap peaks,Percent non-zero peaks,Heavy-labeled flag,Identified flag,Non-heavy identified flag
pos_02748,176.0544564,5.232564513,N-ACETYL-L-ASPARTIC ACID,N-Acetyl-L-Aspartic acid,C6H9NO5,C01042,HMDB0000812,65065,19,87,21.59090909,98.86363636,0,1,1
pos_02749,128.0699348,5.300189732,,,,,,,2,88,2.272727273,100,0,0,0
pos_02751,328.3192524,2.332139495,,,,,,,8,86,9.090909091,97.72727273,0,0,0
pos_02752,239.1046862,2.363532929,,,,,,,14,86,15.90909091,97.72727273,0,0,0
pos_02753,821.0115079,1.221124801,,,,,,,9,87,10.22727273,98.86363636,0,0,0
pos_02754,270.1532925,1.335247465,,,,,,,27,88,30.68181818,100,0,0,0
pos_02755,306.1101446,2.354324617,,,,,,,2,53,2.272727273,60.22727273,0,0,0
pos_02757,257.8313889,4.803834113,,,,,,,10,87,11.36363636,98.86363636,0,0,0
pos_02758,420.1609265,5.589150593,,,,,,,2,86,2.272727273,97.72727273,0,0,0
pos_02759,316.1850426,1.334962998,,,,,,,4,88,4.545454545,100,0,0,0
pos_02760,485.5617065,1.227197322,,,,,,,5,86,5.681818182,97.72727273,0,0,0
pos_02761,492.3060068,1.317909033,,,,,,,5,75,5.681818182,85.22727273,0,0,0
pos_02762,402.2313553,1.330828472,,,,,,,14,88,15.90909091,100,0,0,0
pos_02763,442.3866188,2.331758334,,,,,,,7,86,7.954545455,97.72727273,0,0,0
pos_02765,316.1850211,2.350594864,,,,,,,2,81,2.272727273,92.04545455,0,0,0
pos_02766,306.1101424,1.337965635,,,,,,,3,68,3.409090909,77.27272727,0,0,0
pos_02769,412.1012577,2.364796281,,,,,,,5,81,5.681818182,92.04545455,0,0,0
pos_02771,129.0474084,6.113237807,,,,,,,2,74,2.272727273,84.09090909,0,0,0
pos_02772,270.1532777,2.346231667,,,,,,,27,88,30.68181818,100,0,0,0
pos_02773,428.0967528,6.215786162,,,,,,,6,87,6.818181818,98.86363636,0,0,0
pos_02774,357.2110045,2.353921216,,,,,,,2,73,2.272727273,82.95454545,0,0,0
pos_02775,357.2108796,1.3365899,,,,,,,2,87,2.272727273,98.86363636,0,0,0
pos_02776,562.3562333,1.222643829,,,,,,,5,82,5.681818182,93.18181818,0,0,0
pos_02777,106.0742988,5.320206887,,,,,,,3,88,3.409090909,100,0,0,0
pos_02778,241.0298929,5.638212479,L-CYSTINE,L-Cystine,C6H12N2O4S2,C00491,HMDB0000192,67678,8,86,9.090909091,97.72727273,0,1,1
pos_02779,239.1046641,1.336023163,,,,,,,7,86,7.954545455,97.72727273,0,0,0
pos_02783,104.0896259,5.321321321,,,,,,,3,87,3.409090909,98.86363636,0,0,0
pos_02784,105.0670341,5.319782072,,,,,,,3,88,3.409090909,100,0,0,0
pos_02785,173.0370857,6.119332536,,,,,,,2,55,2.272727273,62.5,0,0,0
pos_02786,123.0917311,2.345298279,,,,,,,4,88,4.545454545,100,0,0,0
pos_02788,131.0889148,3.915885475,,,,,,,10,88,11.36363636,100,0,0,0
pos_02790,704.5199401,1.460408035,,,,,,,4,86,4.545454545,97.72727273,0,0,0
pos_02792,158.0439939,5.230282841,,,,,,,4,87,4.545454545,98.86363636,0,0,0
pos_02796,146.0626591,1.341123048,,,,,,,4,88,4.545454545,100,0,0,0
pos_02797,144.0051221,3.189608612,,,,,,,5,42,5.681818182,47.72727273,0,0,0
pos_02800,104.0506541,5.319035207,,,,,,,2,87,2.272727273,98.86363636,0,0,0
pos_02801,68.04926098,5.352299567,,,,,,,2,87,2.272727273,98.86363636,0,0,0
pos_02803,137.0206323,3.02662119,,,,,,,2,87,2.272727273,98.86363636,0,0,0
pos_02805,711.4473342,1.262822709,,,,,,,2,75,2.272727273,85.22727273,0,0,0
pos_02806,123.0728628,2.348047232,,,,,,,3,83,3.409090909,94.31818182,0,0,0
pos_02808,123.0169307,2.348813985,,,,,,,4,81,4.545454545,92.04545455,0,0,0
pos_02809,156.0406482,5.106593377,,,,,,,3,87,3.409090909,98.86363636,0,0,0
pos_02812,115.0626516,5.018570361,,,,,,,3,86,3.409090909,97.72727273,0,0,0
pos_02813,402.2312948,2.343141284,,,,,,,11,88,12.5,100,0,0,0
pos_02818,734.5600908,1.713255453,,,,,,,5,88,5.681818182,100,0,0,0
pos_02820,299.1375668,1.114118226,,,,,,,14,86,15.90909091,97.72727273,0,0,0
pos_02821,326.0836784,1.390669337,,,,,,,10,79,11.36363636,89.77272727,0,0,0
pos_02823,76.0267117,5.408665987,,,,,,,5,87,5.681818182,98.86363636,0,0,0
pos_02825,442.386652,1.315251177,,,,,,,6,72,6.818181818,81.81818182,0,0,0
pos_02826,234.0758486,6.204472047,,,,,,,4,88,4.545454545,100,0,0,0
pos_02833,425.1849874,1.316807375,,,,,,,9,16,10.22727273,18.18181818,0,0,0
pos_02834,427.1818873,1.3181591,,,,,,,8,13,9.090909091,14.77272727,0,0,0
pos_02835,441.1795933,1.328435411,,,,,,,8,9,9.090909091,10.22727273,0,0,0
pos_02838,611.0513361,1.224507318,,,,,,,16,88,18.18181818,100,0,0,0
pos_02839,611.3859305,1.223387573,,,,,,,5,88,5.681818182,100,0,0,0
pos_02840,411.1691837,2.342432384,,,,,,,8,9,9.090909091,10.22727273,0,0,0
pos_02841,287.2313585,2.350758467,,,,,,,11,26,12.5,29.54545455,0,0,0
pos_02842,287.231284,1.343688152,,,,,,,11,52,12.5,59.09090909,0,0,0
pos_02844,443.1768083,1.3306967,,,,,,,8,9,9.090909091,10.22727273,0,0,0
pos_02846,357.2040058,1.402435944,,,,,,,32,47,36.36363636,53.40909091,0,0,0
pos_02847,258.1145909,1.327613092,,,,,,,2,60,2.272727273,68.18181818,0,0,0
pos_02848,172.1322182,2.35302215,,,,,,,8,88,9.090909091,100,0,0,0
pos_02849,413.1664004,2.342088043,,,,,,,7,8,7.954545455,9.090909091,0,0,0
pos_02850,380.8727801,14.16440897,,,,,,,12,88,13.63636364,100,0,0,0
pos_02851,301.1256776,5.4180298,,,,,,,11,87,12.5,98.86363636,0,0,0
pos_02852,118.0368981,5.443178632,,,,,,,19,87,21.59090909,98.86363636,0,0,0
pos_02853,313.0834613,2.358631615,,,,,,,11,39,12.5,44.31818182,0,0,0
pos_02854,429.1773376,1.322534512,,,,,,,8,8,9.090909091,9.090909091,0,0,0
pos_02855,344.1411948,1.395519667,,,,,,,2,26,2.272727273,29.54545455,0,0,0
pos_02857,225.1150094,3.721463752,,,,,,,10,87,11.36363636,98.86363636,0,0,0
pos_02858,300.1460707,3.390854138,,,,,,,2,3,2.272727273,3.409090909,0,0,0
pos_02860,72.05531408,5.4411829,,,,,,,5,87,5.681818182,98.86363636,0,0,0
pos_02861,304.0681161,4.434386383,,,,,,,2,21,2.272727273,23.86363636,0,0,0
pos_02862,184.1686357,2.311388804,,,,,,,7,86,7.954545455,97.72727273,0,0,0
pos_02865,73.03934222,5.4411569,,,,,,,5,87,5.681818182,98.86363636,0,0,0
pos_02866,184.1686339,1.346735878,,,,,,,7,59,7.954545455,67.04545455,0,0,0
pos_02869,407.2187489,1.335617771,,,,,,,8,14,9.090909091,15.90909091,0,0,0
pos_02870,441.1739374,5.133901266,,,,,,,10,70,11.36363636,79.54545455,0,0,0
pos_02871,465.342801,2.353748677,,,,,,,2,65,2.272727273,73.86363636,0,0,0
pos_02873,249.0526812,2.345894489,,,,,,,5,27,5.681818182,30.68181818,0,0,0
pos_02874,788.6093968,1.841735391,,,,,,,25,88,28.40909091,100,0,0,0
pos_02875,486.8363551,14.16101207,,,,,,,10,88,11.36363636,100,0,0,0
pos_02876,439.1639259,1.3264811,,,,,,,5,9,5.681818182,10.22727273,0,0,0
pos_02877,100.0499986,5.442524731,,,,,,,5,88,5.681818182,100,0,0,0
pos_02878,265.1490641,4.949144671,,,,,,,11,86,12.5,97.72727273,0,0,0
pos_02879,812.6086483,1.721793914,,,,,,,8,87,9.090909091,98.86363636,0,0,0
pos_02880,177.0860584,3.464307807,,,,,,,22,88,25,100,0,0,0
pos_02881,427.1641602,2.350422765,,,,,,,6,7,6.818181818,7.954545455,0,0,0
pos_02882,241.128215,4.579617949,L-ANSERINE,L-Anserine,C10H16N4O3,C01262,HMDB0000194,112072,5,88,5.681818182,100,0,1,1
pos_02883,156.075953,1.503743967,,,,,,,14,88,15.90909091,100,0,0,0
pos_02884,261.142994,4.788347833,,,,,,,4,85,4.545454545,96.59090909,0,0,0
pos_02885,434.2148821,3.407152979,,,,,,,4,8,4.545454545,9.090909091,0,0,0
pos_02886,313.0834821,1.362773306,,,,,,,11,44,12.5,50,0,0,0
pos_02887,202.1174499,3.339208379,,,,,,,14,84,15.90909091,95.45454545,0,0,0
pos_02888,199.0623972,3.656906628,,,,,,,5,87,5.681818182,98.86363636,0,0,0
pos_02891,119.0889806,3.944487569,,,,,,,10,88,11.36363636,100,0,0,0
pos_02893,551.3496167,1.2250526,,,,,,,7,85,7.954545455,96.59090909,0,0,0
pos_02894,114.1102511,2.855379334,,,,,,,7,88,7.954545455,100,0,0,0
pos_02895,420.8648578,14.16436865,,,,,,,15,88,17.04545455,100,0,0,0
pos_02898,302.0525612,4.511683714,,,,,,,2,44,2.272727273,50,0,0,0
pos_02900,258.3853085,4.794910002,,,,,,,2,87,2.272727273,98.86363636,0,0,0
pos_02901,397.173998,1.340889767,,,,,,,2,6,2.272727273,6.818181818,0,0,0
pos_02903,125.9428129,4.890673045,,,,,,,13,85,14.77272727,96.59090909,0,0,0
pos_02904,117.9892688,5.446654545,,,,,,,2,65,2.272727273,73.86363636,0,0,0
pos_02905,156.06465,2.520392585,,,,,,,6,88,6.818181818,100,0,0,0
pos_02907,440.370846,1.312279288,,,,,,,18,85,20.45454545,96.59090909,0,0,0
pos_02908,279.1358938,1.424736092,,,,,,,11,87,12.5,98.86363636,0,0,0
pos_02910,301.2831923,1.332204031,,,,,,,3,26,3.409090909,29.54545455,0,0,0
pos_02911,126.0655296,2.746867245,5-METHYLCYTOSINE HYDROCLORIDE,5-Methylcytosine,C5H7N3O,C02376,HMDB0002894,65040,14,88,15.90909091,100,0,1,1
pos_02912,423.1693229,1.32506758,,,,,,,4,10,4.545454545,11.36363636,0,0,0
pos_02913,477.1512927,3.484770946,,,,,,,3,21,3.409090909,23.86363636,0,0,0
pos_02914,63.04375239,3.259193035,,,,,,,19,88,21.59090909,100,0,0,0
pos_02915,170.0914585,2.413457196,,,,,,,17,88,19.31818182,100,0,0,0
pos_02916,156.0646691,1.361360923,,,,,,,6,88,6.818181818,100,0,0,0
pos_02917,114.2155231,2.854451381,,,,,,,6,87,6.818181818,98.86363636,0,0,0
pos_02918,188.101977,4.719706205,L-TYROSINE (RING-13C6),,,,,,8,88,9.090909091,100,1,1,0
pos_02919,371.165514,2.711352504,,,,,,,11,86,12.5,97.72727273,0,0,0
pos_02920,642.5635666,1.055705329,,,,,,,11,87,12.5,98.86363636,0,0,0
pos_02921,116.101866,4.091689853,,,,,,,2,88,2.272727273,100,0,0,0
pos_02922,141.9944424,5.618148433,,,,,,,9,87,10.22727273,98.86363636,0,0,0
pos_02924,531.1340414,4.518230288,,,,,,,3,85,3.409090909,96.59090909,0,0,0
pos_02925,483.1651739,3.474863491,,,,,,,3,18,3.409090909,20.45454545,0,0,0
pos_02926,284.0420353,4.508920119,,,,,,,2,31,2.272727273,35.22727273,0,0,0
pos_02927,302.1425374,3.404426392,,,,,,,2,3,2.272727273,3.409090909,0,0,0
pos_02928,206.0470226,2.487650109,XANTHURENIC ACID,Xanthurenic acid,C10H7NO4,C02470,HMDB0000881,5699,36,88,40.90909091,100,0,1,1
pos_02929,77.07862609,3.295404029,,,,,,,14,88,15.90909091,100,0,0,0
pos_02930,228.0853628,2.352973728,,,,,,,6,60,6.818181818,68.18181818,0,0,0
pos_02931,333.1152639,5.437037771,,,,,,,2,67,2.272727273,76.13636364,0,0,0
pos_02932,315.1320479,2.34888988,,,,,,,13,58,14.77272727,65.90909091,0,0,0
pos_02933,170.0568248,4.601424835,,,,,,,4,88,4.545454545,100,0,0,0
pos_02934,317.2670287,1.086763662,,,,,,,12,87,13.63636364,98.86363636,0,0,0
pos_02936,243.1075506,3.787494644,,,,,,,18,87,20.45454545,98.86363636,0,0,0
pos_02937,283.1215774,5.281860473,,,,,,,16,87,18.18181818,98.86363636,0,0,0
pos_02938,323.1432319,5.373084998,,,,,,,8,87,9.090909091,98.86363636,0,0,0
pos_02940,113.9152397,2.852282004,,,,,,,2,87,2.272727273,98.86363636,0,0,0
pos_02941,143.1171489,3.027173126,,,,,,,8,88,9.090909091,100,0,0,0
pos_02942,199.1153624,3.014474918,,,,,,,3,88,3.409090909,100,0,0,0
pos_02943,198.0750517,2.359489044,,,,,,,7,79,7.954545455,89.77272727,0,0,0
pos_02944,271.0732075,2.354216567,,,,,,,7,71,7.954545455,80.68181818,0,0,0
pos_02945,304.0583137,7.14337544,,,,,,,9,86,10.22727273,97.72727273,0,0,0
pos_02946,192.0314363,1.337059079,,,,,,,9,77,10.22727273,87.5,0,0,0
pos_02947,411.1693872,1.328686038,,,,,,,7,8,7.954545455,9.090909091,0,0,0
pos_02948,175.0162928,7.143466953,,,,,,,10,87,11.36363636,98.86363636,0,0,0
pos_02949,131.0545586,5.123789122,,,,,,,2,87,2.272727273,98.86363636,0,0,0
pos_02950,391.2093264,1.428322467,,,,,,,3,45,3.409090909,51.13636364,0,0,0
pos_02952,179.0475199,3.011570019,CYSTEINYGLYCINE,Cys-Gly,C5H10N2O3S,C01419,HMDB0000078,439498,15,85,17.04545455,96.59090909,0,1,1
pos_02953,336.1038063,5.98800982,,,,,,,14,87,15.90909091,98.86363636,0,0,0
pos_02954,440.3708747,2.335080623,,,,,,,17,87,19.31818182,98.86363636,0,0,0
pos_02956,188.0365835,1.467752239,,,,,,,13,85,14.77272727,96.59090909,0,0,0
pos_02958,138.0484539,5.575769102,"DL-MALIC ACID (2,3,3-D3)",,,,,,2,88,2.272727273,100,1,1,0
pos_02959,191.0652215,5.949396431,,,,,,,5,87,5.681818182,98.86363636,0,0,0
pos_02963,812.6114724,1.734729502,,,,,,,2,87,2.272727273,98.86363636,0,0,0
pos_02964,654.3276385,1.250178306,,,,,,,3,88,3.409090909,100,0,0,0
pos_02967,431.3820408,1.383913574,,,,,,,7,66,7.954545455,75,0,0,0
pos_02968,332.2160974,1.322575268,,,,,,,3,71,3.409090909,80.68181818,0,0,0
pos_02973,163.0744937,1.303018148,,,,,,,2,65,2.272727273,73.86363636,0,0,0
pos_02974,115.7692094,4.086132054,,,,,,,23,38,26.13636364,43.18181818,0,0,0
pos_02975,162.111614,5.126499835,L-CARNITINE,L-carnitine,C7H15NO3,C00318,HMDB0000062,10917,7,88,7.954545455,100,0,1,1
pos_02976,407.1638958,5.471635997,,,,,,,3,74,3.409090909,84.09090909,0,0,0
pos_02977,154.0853846,2.346105803,,,,,,,2,88,2.272727273,100,0,0,0
pos_02978,310.3087707,1.375705814,,,,,,,19,88,21.59090909,100,0,0,0
pos_02980,289.1565019,1.29554276,,,,,,,12,60,13.63636364,68.18181818,0,0,0
pos_02982,248.1227629,3.031524629,,,,,,,8,83,9.090909091,94.31818182,0,0,0
pos_02983,257.2208825,1.334879895,,,,,,,5,78,5.681818182,88.63636364,0,0,0
pos_02988,304.1600578,5.159004083,,,,,,,12,87,13.63636364,98.86363636,0,0,0
pos_02989,232.099037,1.218236708,,,,,,,6,78,6.818181818,88.63636364,0,0,0
pos_02991,198.147709,2.341374902,,,,,,,6,86,6.818181818,97.72727273,0,0,0
pos_02992,405.2069529,5.014810838,,,,,,,6,60,6.818181818,68.18181818,0,0,0
pos_02993,163.0856828,2.32986441,,,,,,,3,82,3.409090909,93.18181818,0,0,0
pos_02994,187.0784271,3.696516268,,,,,,,2,87,2.272727273,98.86363636,0,0,0
pos_02997,116.0720739,4.094150486,L-PROLINE,L-Proline,C5H9NO2,C00148,HMDB0000162,145742,2,88,2.272727273,100,0,1,1
pos_03001,331.163355,1.331281269,,,,,,,4,75,4.545454545,85.22727273,0,0,0
pos_03002,258.2777498,1.356807793,,,,,,,3,88,3.409090909,100,0,0,0
pos_03004,422.3183615,1.186462397,,,,,,,9,74,10.22727273,84.09090909,0,0,0
pos_03006,584.2604093,1.109129361,,,,,,,5,87,5.681818182,98.86363636,0,0,0
pos_03007,132.1094939,4.947453358,,,,,,,9,87,10.22727273,98.86363636,0,0,0
pos_03008,288.2517145,1.29566845,,,,,,,5,68,5.681818182,77.27272727,0,0,0
pos_03009,283.1062844,1.118359948,,,,,,,2,86,2.272727273,97.72727273,0,0,0
pos_03010,290.158205,1.370640968,,,,,,,11,88,12.5,100,0,0,0
pos_03012,496.81862,1.245919506,,,,,,,2,79,2.272727273,89.77272727,0,0,0
pos_03013,258.2777877,2.320989439,,,,,,,3,88,3.409090909,100,0,0,0
pos_03015,195.0753776,1.337752383,,,,,,,2,82,2.272727273,93.18181818,0,0,0
pos_03017,338.0482553,4.113843321,,,,,,,6,80,6.818181818,90.90909091,0,0,0
pos_03018,136.0749879,2.32049272,,,,,,,4,88,4.545454545,100,0,0,0
pos_03019,331.1633081,2.33823582,,,,,,,2,31,2.272727273,35.22727273,0,0,0
pos_03020,705.5777034,1.446081055,,,,,,,3,87,3.409090909,98.86363636,0,0,0
pos_03021,200.0906418,1.339668305,,,,,,,2,86,2.272727273,97.72727273,0,0,0
pos_03022,570.3521869,2.339104847,,,,,,,5,85,5.681818182,96.59090909,0,0,0
pos_03023,244.0737783,5.044956041,,,,,,,12,75,13.63636364,85.22727273,0,0,0
pos_03024,312.1150466,4.300627578,,,,,,,8,84,9.090909091,95.45454545,0,0,0
pos_03025,176.0657147,5.407269951,N-AMIDINO-L-ASPARTATE,N-Amidino-L-Aspartate,C5H9N3O4,C03139,HMDB0003157,439918,8,86,9.090909091,97.72727273,0,1,1
pos_03026,192.1219128,2.918661068,,,,,,,19,63,21.59090909,71.59090909,0,0,0
pos_03027,542.3208771,2.343031616,,,,,,,2,61,2.272727273,69.31818182,0,0,0
pos_03028,572.3679258,2.338615121,,,,,,,7,82,7.954545455,93.18181818,0,0,0
pos_03029,366.0536959,2.342190304,,,,,,,12,52,13.63636364,59.09090909,0,0,0
pos_03030,221.0908975,1.573261939,,,,,,,18,87,20.45454545,98.86363636,0,0,0
pos_03031,132.0937722,2.816786136,,,,,,,7,51,7.954545455,57.95454545,0,0,0
pos_03032,343.1604357,4.814412681,,,,,,,7,87,7.954545455,98.86363636,0,0,0
pos_03034,130.0644463,2.372152921,QUINOLINE,Quinoline,C9H7N,C06413,HMDB0033731,7047,7,88,7.954545455,100,0,1,1
pos_03035,359.1404916,2.34029876,,,,,,,6,11,6.818181818,12.5,0,0,0
pos_03036,205.1252376,3.33638317,,,,,,,3,88,3.409090909,100,0,0,0
pos_03038,415.1665624,1.308113013,,,,,,,7,8,7.954545455,9.090909091,0,0,0
pos_03039,446.8442543,14.16369407,,,,,,,9,88,10.22727273,100,0,0,0
pos_03040,361.1364707,2.345832773,,,,,,,7,12,7.954545455,13.63636364,0,0,0
pos_03041,105.0329324,1.340794636,,,,,,,12,86,13.63636364,97.72727273,0,0,0
pos_03042,552.8081507,14.16328393,,,,,,,7,88,7.954545455,100,0,0,0
pos_03044,387.1350361,2.341378742,,,,,,,7,9,7.954545455,10.22727273,0,0,0
pos_03047,178.0316598,2.347746626,,,,,,,6,66,6.818181818,75,0,0,0
pos_03048,303.2303385,1.146080498,"cis-5,8,11,14,17-Eicosapentaenoic acid","Cis-5,8,11,14,17-Eicosapentaenoic acid (EPA)",C20H30O2,C06428,HMDB0001999,446284,2,88,2.272727273,100,0,1,1
pos_03049,104.1138863,8.762639166,,,,,,,3,87,3.409090909,98.86363636,0,0,0
pos_03050,345.1256094,2.379396028,,,,,,,7,29,7.954545455,32.95454545,0,0,0
pos_03051,206.137704,2.351782901,,,,,,,4,71,4.545454545,80.68181818,0,0,0
pos_03052,180.0643896,2.355997047,HIPPURATE,Hippurate,C9H9NO3,C01586,HMDB0000714,464,10,78,11.36363636,88.63636364,0,1,1
pos_03054,422.3007857,1.105292993,,,,,,,3,67,3.409090909,76.13636364,0,0,0
pos_03055,127.0753278,4.186065017,,,,,,,6,88,6.818181818,100,0,0,0
pos_03056,362.1148102,1.277855582,,,,,,,6,11,6.818181818,12.5,0,0,0
pos_03057,181.0710044,3.161291286,,,,,,,11,80,12.5,90.90909091,0,0,0
pos_03058,394.2696925,1.112800384,,,,,,,3,68,3.409090909,77.27272727,0,0,0
pos_03059,286.1494275,5.127935856,,,,,,,5,67,5.681818182,76.13636364,0,0,0
pos_03060,156.0735271,4.185415228,,,,,,,4,88,4.545454545,100,0,0,0
pos_03061,105.0329318,2.357413079,,,,,,,6,78,6.818181818,88.63636364,0,0,0
pos_03062,110.0595792,2.827944461,,,,,,,4,88,4.545454545,100,0,0,0
pos_03063,592.8002804,14.15977055,,,,,,,6,88,6.818181818,100,0,0,0
pos_03064,521.1495005,2.357205381,,,,,,,5,8,5.681818182,9.090909091,0,0,0
pos_03065,188.0341804,4.236746164,,,,,,,3,45,3.409090909,51.13636364,0,0,0
pos_03066,304.1559807,1.334483367,,,,,,,5,86,5.681818182,97.72727273,0,0,0
pos_03067,248.1299579,2.351742956,,,,,,,9,87,10.22727273,98.86363636,0,0,0
pos_03068,155.00958,1.127036638,,,,,,,2,88,2.272727273,100,0,0,0
pos_03069,688.4961104,1.072397511,,,,,,,4,88,4.545454545,100,0,0,0
pos_03071,235.1175677,2.35391119,,,,,,,5,87,5.681818182,98.86363636,0,0,0
pos_03072,440.3110446,1.314745744,,,,,,,9,77,10.22727273,87.5,0,0,0
pos_03074,536.4048857,1.310136341,,,,,,,4,58,4.545454545,65.90909091,0,0,0
pos_03075,757.6181309,2.318910347,,,,,,,2,87,2.272727273,98.86363636,0,0,0
pos_03077,462.3401617,2.34804316,,,,,,,2,55,2.272727273,62.5,0,0,0
pos_03078,223.0193404,2.368314533,,,,,,,12,82,13.63636364,93.18181818,0,0,0
pos_03079,468.342274,2.345502256,,,,,,,6,66,6.818181818,75,0,0,0
pos_03080,564.4354637,1.311659954,,,,,,,6,48,6.818181818,54.54545455,0,0,0
pos_03081,716.5274163,1.058868669,,,,,,,3,87,3.409090909,98.86363636,0,0,0
pos_03083,312.190143,1.336955078,,,,,,,11,88,12.5,100,0,0,0
pos_03084,321.2408334,1.15298409,,,,,,,2,88,2.272727273,100,0,0,0
pos_03085,338.1805156,5.392563785,,,,,,,9,85,10.22727273,96.59090909,0,0,0
pos_03086,312.1576928,1.411016427,,,,,,,3,68,3.409090909,77.27272727,0,0,0
pos_03087,440.3110136,2.345426208,,,,,,,9,73,10.22727273,82.95454545,0,0,0
pos_03088,199.1065598,2.353498935,,,,,,,8,87,9.090909091,98.86363636,0,0,0
pos_03089,484.4333993,2.320722096,,,,,,,5,84,5.681818182,95.45454545,0,0,0
pos_03090,206.1376288,1.464290723,,,,,,,4,84,4.545454545,95.45454545,0,0,0
pos_03092,98.98366208,1.141616497,,,,,,,2,88,2.272727273,100,0,0,0
pos_03093,145.0964365,2.367109775,,,,,,,2,88,2.272727273,100,0,0,0
pos_03094,530.826011,14.16387027,,,,,,,5,88,5.681818182,100,0,0,0
pos_03095,658.7707051,14.16350747,,,,,,,2,88,2.272727273,100,0,0,0
pos_03096,245.0371449,5.636858103,,,,,,,2,87,2.272727273,98.86363636,0,0,0
pos_03097,564.4355037,2.335651796,,,,,,,6,57,6.818181818,64.77272727,0,0,0
pos_03098,300.1968983,1.201779756,,,,,,,2,61,2.272727273,69.31818182,0,0,0
pos_03099,151.0469119,5.139566612,,,,,,,3,82,3.409090909,93.18181818,0,0,0
pos_03100,152.031081,5.138742728,,,,,,,2,82,2.272727273,93.18181818,0,0,0
pos_03101,129.0651362,1.344053935,,,,,,,4,88,4.545454545,100,0,0,0
pos_03102,378.2057861,1.341529546,,,,,,,2,26,2.272727273,29.54545455,0,0,0
pos_03104,248.1301895,1.335836522,,,,,,,9,88,10.22727273,100,0,0,0
pos_03105,148.0418774,5.076199719,,,,,,,7,49,7.954545455,55.68181818,0,0,0
pos_03106,377.2431023,1.108818351,,,,,,,2,63,2.272727273,71.59090909,0,0,0
pos_03107,285.1178803,5.136542113,,,,,,,4,86,4.545454545,97.72727273,0,0,0
pos_03108,731.9565132,1.236993245,,,,,,,3,88,3.409090909,100,0,0,0
pos_03109,468.3423986,1.312876599,,,,,,,6,78,6.818181818,88.63636364,0,0,0
pos_03110,304.1559115,2.342557762,,,,,,,5,73,5.681818182,82.95454545,0,0,0
pos_03111,486.8622373,14.16317744,,,,,,,3,88,3.409090909,100,0,0,0
pos_03113,636.7894957,14.16428043,,,,,,,2,88,2.272727273,100,0,0,0
pos_03114,592.4671688,1.331546015,,,,,,,2,60,2.272727273,68.18181818,0,0,0
pos_03115,508.8440196,14.16587053,,,,,,,3,88,3.409090909,100,0,0,0
pos_03116,337.1589226,4.230808926,,,,,,,2,87,2.272727273,98.86363636,0,0,0
pos_03120,590.4516722,2.33450446,,,,,,,7,71,7.954545455,80.68181818,0,0,0
pos_03121,146.0592535,2.349704884,,,,,,,5,87,5.681818182,98.86363636,0,0,0
pos_03122,266.1373232,2.377564993,,,,,,,8,87,9.090909091,98.86363636,0,0,0
pos_03123,231.0963526,4.168945833,,,,,,,10,87,11.36363636,98.86363636,0,0,0
pos_03124,590.4517393,1.313715451,,,,,,,6,41,6.818181818,46.59090909,0,0,0
pos_03125,247.0925019,4.694707936,,,,,,,3,88,3.409090909,100,0,0,0
pos_03126,405.2747343,1.110572519,,,,,,,2,57,2.272727273,64.77272727,0,0,0
pos_03128,69.06960112,1.334480061,,,,,,,2,88,2.272727273,100,0,0,0
pos_03131,187.1148218,3.380096017,,,,,,,6,87,6.818181818,98.86363636,0,0,0
pos_03134,258.0329329,4.823262134,,,,,,,2,87,2.272727273,98.86363636,0,0,0
pos_03135,306.0739269,7.137435809,,,,,,,20,87,22.72727273,98.86363636,0,0,0
pos_03137,690.5588761,2.328340157,,,,,,,5,88,5.681818182,100,0,0,0
pos_03138,656.0788037,1.239953605,,,,,,,2,86,2.272727273,97.72727273,0,0,0
pos_03139,204.1220032,4.429096488,,,,,,,2,88,2.272727273,100,0,0,0
pos_03140,162.0851671,4.315703131,,,,,,,13,87,14.77272727,98.86363636,0,0,0
pos_03141,146.0804305,4.253845134,,,,,,,2,88,2.272727273,100,0,0,0
pos_03143,162.087432,4.314804082,,,,,,,8,88,9.090909091,100,0,0,0
pos_03144,128.0698875,1.354895757,,,,,,,4,88,4.545454545,100,0,0,0
pos_03145,335.2196553,1.165737134,,,,,,,3,87,3.409090909,98.86363636,0,0,0
pos_03147,132.1117874,4.949961981,,,,,,,9,87,10.22727273,98.86363636,0,0,0
pos_03148,162.1363258,4.313692212,,,,,,,12,87,13.63636364,98.86363636,0,0,0
pos_03150,620.4335326,16.90753042,,,,,,,3,88,3.409090909,100,0,0,0
pos_03151,358.2072185,1.400574737,,,,,,,2,57,2.272727273,64.77272727,0,0,0
pos_03152,601.3312045,1.197674786,,,,,,,14,87,15.90909091,98.86363636,0,0,0
pos_03153,428.1743169,5.645023724,,,,,,,5,87,5.681818182,98.86363636,0,0,0
pos_03155,542.0654021,4.73789564,,,,,,,12,87,13.63636364,98.86363636,0,0,0
pos_03157,364.1695712,6.391124444,,,,,,,11,87,12.5,98.86363636,0,0,0
pos_03158,325.2256098,1.376992871,,,,,,,5,34,5.681818182,38.63636364,0,0,0
pos_03159,317.2094934,1.168114099,,,,,,,2,88,2.272727273,100,0,0,0
