"","neg_00005","neg_00007","neg_00012","neg_00031","neg_00035","neg_00040","neg_00042","neg_00049","neg_00055","neg_00069","neg_00070","neg_00092","neg_00097","neg_00099","neg_00110","neg_00121","neg_00122","neg_00145","neg_00151","neg_00164","neg_00175","neg_00177","neg_00196","neg_00205","neg_00223","neg_00227","neg_00228","neg_00231","neg_00232","neg_00233","neg_00235","neg_00236","neg_00240","neg_00242","neg_00245","neg_00246","neg_00252","neg_00254","neg_00255","neg_00256","neg_00259","neg_00261","neg_00262","neg_00268","neg_00270","neg_00272","neg_00276","neg_00277","neg_00280","neg_00281","neg_00285","neg_00289","neg_00290","neg_00291","neg_00294","neg_00297","neg_00298","neg_00301","neg_00306","neg_00308","neg_00312","neg_00326","neg_00344","neg_00350","neg_00355","neg_00361","neg_00369","neg_00382","neg_00384","neg_00387","neg_00403","neg_00412","neg_00417","neg_00418","neg_00424","neg_00435","neg_00447","neg_00457","neg_00463","neg_00467","neg_00472","neg_00474","neg_00489","neg_00491","neg_00500","neg_00509","neg_00520","neg_00525","neg_00553","neg_00554","neg_00565","neg_00572","neg_00597","neg_00602","neg_00631","neg_00637","neg_00642","neg_00657","neg_00689","neg_00691","neg_00714","neg_00788","neg_00835","neg_00843","neg_00847","neg_00851","neg_00890","neg_00906","neg_00931","neg_00932","neg_00981","neg_01017","neg_01033","neg_01036","neg_01047","neg_01065","neg_01074","neg_01075","neg_01079","neg_01080","neg_01081","neg_01083","neg_01088","neg_01090","neg_01103","neg_01131","neg_01133","neg_01140","neg_01141","neg_01152","neg_01154","neg_01155","neg_01162","neg_01172","neg_01183","neg_01206","neg_01232","neg_01263","neg_01272","neg_01288","neg_01299","neg_01317","neg_01334","neg_01414","neg_01415","neg_01419","neg_01423","neg_01433","neg_01440","neg_01452","neg_01468","neg_01495","neg_01507","neg_01515","neg_01543","neg_01593","neg_01625","neg_01631","neg_01633","neg_01637","neg_01656","neg_01660","neg_01663","neg_01667","neg_01670","neg_01688","neg_01693","neg_01713","neg_01747","neg_01761","neg_01796","neg_01820","neg_01839","neg_01844","neg_01846","neg_01866","neg_01948","neg_01965","neg_01994","neg_01996","neg_01997","neg_02129","neg_02138","neg_02140","neg_02240","neg_02250","neg_02283","neg_02287","neg_02348","neg_02417","neg_02425","neg_02426","neg_02433","neg_02434","neg_02439","neg_02485","neg_02520","neg_02571","neg_02689","neg_02697","neg_02730","neg_02743","neg_02751","neg_02791","neg_02800","neg_02808","neg_02813","neg_02819","neg_02945","neg_02956","neg_02959","neg_02960","neg_02966","neg_02981","neg_02999","neg_03049","neg_03097","neg_03129","neg_03140","neg_03165","neg_03236","neg_03353","neg_03408","neg_03440","neg_03444","neg_03527","neg_03544","neg_03701","neg_03781","neg_03904","neg_04035","neg_04165","neg_04189","neg_04205","neg_04366","neg_04402","neg_04408","neg_04426","neg_04440","neg_04451","neg_04513","neg_04730","neg_04838","neg_04974","neg_05053","neg_05184","pos_00001","pos_00002","pos_00003","pos_00004","pos_00005","pos_00006","pos_00007","pos_00008","pos_00012","pos_00013","pos_00015","pos_00020","pos_00022","pos_00024","pos_00025","pos_00030","pos_00032","pos_00033","pos_00035","pos_00039","pos_00041","pos_00044","pos_00048","pos_00049","pos_00055","pos_00056","pos_00057","pos_00059","pos_00061","pos_00065","pos_00071","pos_00090","pos_00095","pos_00096","pos_00097","pos_00106","pos_00108","pos_00109","pos_00114","pos_00117","pos_00126","pos_00128","pos_00131","pos_00138","pos_00139","pos_00142","pos_00143","pos_00154","pos_00156","pos_00160","pos_00167","pos_00170","pos_00189","pos_00203","pos_00219","pos_00223","pos_00241","pos_00257","pos_00260","pos_00271","pos_00292","pos_00296","pos_00307","pos_00384","pos_00393","pos_00399","pos_00400","pos_00410","pos_00424","pos_00432","pos_00493","pos_00505","pos_00520","pos_00524","pos_00548","pos_00551","pos_00559","pos_00566","pos_00573","pos_00574","pos_00578","pos_00606","pos_00647","pos_00669","pos_00671","pos_00703","pos_00709","pos_00767","pos_00778","pos_00795","pos_00828","pos_00916","pos_00917","pos_00942","pos_00947","pos_00951","pos_00972","pos_00983","pos_01004","pos_01005","pos_01017","pos_01096","pos_01110","pos_01114","pos_01126","pos_01127","pos_01130","pos_01143","pos_01173","pos_01176","pos_01239","pos_01249","pos_01268","pos_01289","pos_01297","pos_01299","pos_01315","pos_01339","pos_01343","pos_01353","pos_01365","pos_01375","pos_01381","pos_01403","pos_01418","pos_01419","pos_01451","pos_01459","pos_01562","pos_01575","pos_01581","pos_01589","pos_01629","pos_01684","pos_01749","pos_01774","pos_01781","pos_01882","pos_01901","pos_01918","pos_01950","pos_01972","pos_01994","pos_02071","pos_02083","pos_02105","pos_02118","pos_02150","pos_02188","pos_02197","pos_02203","pos_02272","pos_02362","pos_02363","pos_02439","pos_02442","pos_02524","pos_02580","pos_02701","pos_02742","pos_02748","pos_02778","pos_02882","pos_02911","pos_02928","pos_02952","pos_02975","pos_02997","pos_03025","pos_03034","pos_03048","pos_03209","pos_03290","pos_03397","pos_03487","pos_03552","pos_03593","pos_03724","pos_03730","pos_03734","pos_03785","pos_03840","pos_03848","pos_03892","pos_03991","pos_04016","pos_04019","pos_04064","pos_04124","pos_04142","pos_04180","pos_04224","pos_04228","pos_04264","pos_04342","pos_04403","pos_04500","pos_04511","pos_05013","pos_05143","pos_05533"
"pos_01589",0,0,0.0026825846903195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644383952638113,0,0,0,0,0,0,0,0,0,0,0,-0.0105771875530769,0,0,0,0,0,0,0,0,0,0,0,0,-0.00698458650581973,0,0,0,0,0,0,0,0.0475161728091792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498476816632038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0713019238500409,-0.110896416551565,0,0,0,0,0,0,-0.137842816195326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00944053782306801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101800229388945,0,0,0,0,0,0,0,0,0,0,0,-0.000694736577758172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00883614003302342,0,0,0,0,0,0,0,0,0,0,0.0199480648067691,0,0,0,0,-0.0190601250240064,0.0834715457465134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796807890277318,0,0,0,0,0,0.0293174361453663,0,0,0,0,0,-0.178681639215199,0,0,0,0,-0.0579992014887366,0,0,0,0,0,0,0,-0.0166721356089023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0938917383803683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.288538130471725,0,0,NA,0,0,0,0,0,0,-0.185939374938014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos_01629",0,0,0,0,0,0,0.0161587804963959,0,0,0,0.000525079697625748,0,0.0411479699977217,0,0,0,0,0,0,0,0,0.0188463167057586,0,0,0,0,0,0,0,0,0,0,0,-0.000836288072969948,0,0,0,0,0,0,0.0763851935227549,0,0,-0.0765301590619238,0,0,0,0,0,0,-0.137771146827427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282700783721776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409395861801254,0,0,0,0,0,0,0,0,0,0,0.00208687878033487,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506992390124696,-0.0339555896239308,0,-0.0669172183636692,0,0,0,0,0,-0.0012046006330265,0,0,0,0,0,0,0,0,0,0,0,0,-0.00717166949439995,0,0,0,0,0,0,0,0.0222138515921542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00595475251665902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786453858323541,0,0,0,0,-0.0976957035423713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000557946758716593,0,0,0,0,0,0,0,0,-0.0465848172443709,0,0,0,0,0,0,-0.0207061134767541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,-0.0602230970082717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos_01684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300570257304997,0,0,0,0,-0.0141664042081452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000191572633200779,0,0,0,0,0,0,0.0529939536265549,0,0,0.0313666236574314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142995007884871,0,0.000268668953762055,0,0,0,0,0,0,-0.0588798166891834,0,0,0.0360018882550881,0,0,0,0,0,0,0,0,0,0,0,0.04962352900826,0,0,0,0,0,0,0,0,-0.0107214280462173,0.039217802252249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000823184552657967,0,0,0,0,0,-0.00560569820265597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0756541080677357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711739450527163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194621740872739,0,0,0,0,0.0106519634339078,0,-0.0404159423781352,0,0,0,0,0,-0.0434027075950374,0,0.00521602303989447,0,0,0,0,0,0,0,0.0439644689424984,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.331010442927201,0,0,0,0,0,0,-0.0391232748549619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00811613546041958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos_01749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308164173704557,0,0,-0.00294640985893871,0,0,0,0,0,0,0,0,0.026666224336678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204474990596623,-0.014324046588515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0570365515894257,0,0,-0.0646061566375376,0,0,0,0,0,0,0,0,0,0,-0.00409793434035756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333277835303514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0902933674358642,-0.0489525018836151,0,0,0.0269126847051497,0,0,0,0,0,0,0,0,0,-0.0680812436931746,-0.0481482757432473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0449939469084815,0,0,-0.000406723290841215,0,0,0,0,0,0,0,0,0,0,0,0,-0.0477628132843542,0,0,0,0,0,-0.0193370482585197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150618030325767,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0861081400605441,0,0,0,0,0,0,0,-0.00624986808082015,0,0,0,0,0,0,0,0,0,-0.00423428725822556,0,-0.032554256195293,0,0,0,-0.00416271514519183,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos_01774",0,0,0,0,0,0,0,0,0,0,0,-0.0263050476109423,0,0,0,0,0.0296241037746801,0,0,0,0,0.024070159976663,0,0,0,0,0,0,0,-0.0802672193301469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387600331260175,0,0,0,-0.0444690323951935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246875618958963,0,0,0,-0.00914049055839549,0,0,0,0,0,0,0,0,0,0,0,0.0425139296511205,0,0,0,0,0,0.099631909737998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000422827783422825,0,0,0,0,0,0,0,0,0,0,0.0246990549872192,0,0,0,0,3.46758646100644e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103046434928135,0,0,0,0,0,0,0,0,0,0,0,0,0.0120266042037978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168759152802673,-0.0111806038142921,0.00722471631601052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264393459114305,0,0,-0.000751273777672628,0,0,0,-0.000491942407291195,0,0,0,-0.00461964789498319,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037885049478128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0798325164803194,0,0,0,0,0,0,0,-0.00678305096626738,0,0,-0.0110427026621224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0602230970082717,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154004569273614,0,0,0,0,0,0,0,0,0,0,0,0,0.0584451419937207,0,0,0,0,-0.0319090004829716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355286498625963,-0.0213043776075889,0,0,0,0,0,-0.0452788253840892,0,0
"pos_01781",0,0,0,0,0,0,0.020369976508948,0,0,0,0,0,0,0,0.022015731009795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264653184420752,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00391902438336216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011617734580029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203218601304328,0.0434872040918486,0,0,0,0,0,0,0,0,0,0,0,-0.00267096883808251,0,0,0.0477501189579819,0,0,0,0,0,0,-0.0272521437120555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152592323349671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0291197238552979,0,-0.0288379486870269,0,0,0,0,0.0227935685761466,0,0,0,0,0,0.0457378879149991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341108315693239,0,0,0,0,0,0,0,-0.0705522310199038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00701899176109044,0,0,0,0.0157518288404446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213000582238823,0,0,0,-0.199675688395273,0,0,0,0.00905814492959765,0,0,0,0,0,0,0,0,0.00583679169214725,-0.0160257798317718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390241333711176,0,0,-0.018885308308107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1086194778409,0,0,0,0,0,0,0,0.036960500929713,-0.0169264787928824,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,-0.0301321512634633,0,0.0286893063650019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0966722222307184,0,0,0,0,0,0,0,0,0,0,-0.0213594048530511,0,0,0.0419336574742908,0,0,0,0,0.0506544866802125,0,0,0,0,0,0,0,0,0,-0.0710279177299958,0,0,0,0,0,0
"pos_01882",0,0,0,0,0.0115927467817159,-0.00395616955529254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307200096763473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352810171127256,0,0,0,0,0,0,0,0,0,0,-0.00715769988150313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016080535074053,0,0,0,0,0,0,0,0,-0.0263630718860843,0,0,-0.0288522973082562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173078697057749,0,0,0,0,0,0,0,0,0,0,-0.0598792730674879,0,0,0,0,0,0,-0.00314728414911246,0,0,0,0,0,0,-0.0705096993871626,0,-0.54684038908496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168361279762303,0,0,0,0,0,0,0,0,0,0,0.0383750989130237,0,0,0,0,0,-0.0854322894628161,0,-0.029787461825509,0,0,-0.0197469521597886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00846808718199407,0,0,0,-0.0156952712500658,0,0,0,0,0.0509545247228178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203173606555455,0,0,0,0,-0.0321209839651421,0,0,0,0,0,0,0,0,-0.0219040196281247,-0.00597465411876592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114054442214124,0,0,-0.0758954400971128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128394601012783,0,0,0,0,0,0,0,0,0,-0.0392907803859748,-0.00676586064808349,0,0.0125133413649311,0,0,0,0,0,0,0,-0.00541975215298619,0,0,0,0,0,0,0,0,0,0,0.0209695681971381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020836485542739,0,0,0,0,0,0,0,0,0,0.0209397449931399,0,0,0,0,0,0.080042162570247,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00266840324616941,0.00058742977210321,0,0,-0.064148415675729,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00274360930235823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos_01901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329588383696977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120117278870319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268517194571073,0,0,-0.00219308041681681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934330841536205,0,0,0,0,0,0.00612983634609232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100768109979,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021631378709989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00110874752775846,0,0,0,0,0,0,0,0,0,-0.0564460130291425,0,0,0,0,0,0,0,0,0,0,-0.0367003423853444,0,0,0,0,0,0,-0.00352890643814758,0,0,0,0,0,0,0,0,0,0,0,0,-0.0683027244355275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00520501452538556,0.00542336060530097,0.0245058235070974,0,0,0.0580692639880297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00338119369994528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107432917216649,0,0,0,0,0,0,0,0,0,-0.0362595948203455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544261930182591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0516510110195335,0,-0.125682247726983,0,0,-0.185939374938014,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318488910677096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00620774563045095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pos_01918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0862894466832513,0,0,-0.0986805461201069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126529308382198,0,0,-0.0659236008850208,0,0,0,0,0,0,0,0,-0.0340016403297624,0,0,0,0,0,0,0,-0.0120103486981306,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110099279128105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017045903052164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276322138166483,0,0,0,0,0,0,0,0,0.0103656416633118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000969775650944061,0,0,0,0,0.00256414598855267,0,0,0,0,0,0,0,0,0,0,0.0583396254337208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397983464388851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280807513469953,0,0,0,0,-0.0394837160930261,0,0,0,0,0,0,0,0,-0.248794045021835,0,0,-0.0309921680142756,0,0,0,0,-0.0742797368729307,0,0,-0.0296805929474872,0,0,-0.000894585688992581,0,0,-0.0247523527693101,0,0,-0.0106405441958014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00940123905763222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008894982742255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280756126999572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000252052139424356,0,0,0,0,0,0,0.0486890685997101,0,0,0,0,-0.0248631900415744,0,0,0,0,0,0,0,0
"pos_01950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486383840920396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209343295564969,0.037016656460309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238119720194604,0,0,0,0,0.0263532163826751,0,-0.0250125739448047,0,0,-0.000248935098018451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160166924950972,0,0,0,0,0,0,0,0,0,0,-0.000301791922395233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0078921187796928,0,0,-0.0470433937962714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286141227547116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00890096361980875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303161321939873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187479608910401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00498668062349475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00213413750757518,0,-0.0140001493648059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,-0.457557756904045,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00255779243228877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124577533681736,0,0,0,0,0,0,-0.0752917232124781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
