Feature_ID,row m/z,row retention time,row identity (all IDs),Metabolite,Mapping Type,FormulaMapped,KEGG,HMDB,PubChem,row number of detected peaks,Number of non-zero peaks,Percent pre-gap peaks,Percent non-zero peaks,Heavy-labeled flag,Identified flag,Non-heavy identified flag
neg_05532,217.107701,3.213268,,,,,,,,2,20,10,100,0,0,0
neg_05543,206.046481,0.785107,,,,,,,,2,20,10,100,0,0,0
neg_05546,118.932517,7.798313,,,,,,,,2,20,10,100,0,0,0
neg_05550,303.049515,3.251946,,,,,,,,5,20,25,100,0,0,0
neg_05551,195.986194,5.309228,,,,,,,,2,18,10,90,0,0,0
neg_05555,344.058881,3.114698,,,,,,,,2,20,10,100,0,0,0
neg_05556,165.055342,2.099239,,,,,,,,4,20,20,100,0,0,0
neg_05559,208.992416,3.588816,,,,,,,,9,18,45,90,0,0,0
neg_05560,251.998310,3.961020,,,,,,,,4,19,20,95,0,0,0
neg_05564,139.953836,4.603387,,,,,,,,2,19,10,95,0,0,0
neg_05567,116.951494,7.883632,,,,,,,,2,20,10,100,0,0,0
neg_05568,215.067125,3.237493,,,,,,,,3,20,15,100,0,0,0
neg_05569,391.907717,5.430721,,,,,,,,2,18,10,90,0,0,0
neg_05579,150.981626,2.771730,,,,,,,,2,18,10,90,0,0,0
neg_05580,356.881259,5.767947,,,,,,,,2,20,10,100,0,0,0
neg_05583,219.032447,3.611463,,,,,,,,8,20,40,100,0,0,0
neg_05587,336.808119,14.625762,,,,,,,,5,20,25,100,0,0,0
neg_05590,152.917388,6.610649,,,,,,,,8,20,40,100,0,0,0
neg_05593,217.991445,5.744751,,,,,,,,3,20,15,100,0,0,0
neg_05595,397.858781,13.942911,,,,,,,,4,20,20,100,0,0,0
neg_05596,181.014296,5.537307,,,,,,,,3,20,15,100,0,0,0
neg_05601,165.091770,2.057218,,,,,,,,3,20,15,100,0,0,0
neg_05604,178.050741,1.320911,Hippurate,Hippurate,1A,C9H9NO3,C01586,HMDB0000714,464,5,20,25,100,0,1,1
neg_05608,192.066413,2.056913,,,,,,,,4,20,20,100,0,0,0
neg_05611,192.911086,7.763547,,,,,,,,4,20,20,100,0,0,0
neg_05612,196.903143,7.768086,,,,,,,,5,20,25,100,0,0,0
neg_05613,113.024255,4.290302,,,,,,,,3,20,15,100,0,0,0
neg_05614,291.078635,1.080795,,,,,,,,2,10,10,50,0,0,0
neg_05619,196.091442,4.185898,,,,,,,,7,18,35,90,0,0,0
neg_05620,467.117442,3.241285,,,,,,,,3,10,15,50,0,0,0
neg_05621,118.004532,1.136395,,,,,,,,6,20,30,100,0,0,0
neg_05622,367.134874,4.330146,,,,,,,,3,13,15,65,0,0,0
neg_05625,369.120363,4.626747,,,,,,,,2,19,10,95,0,0,0
neg_05628,644.266821,4.782323,,,,,,,,3,20,15,100,0,0,0
neg_05629,123.836613,4.947911,,,,,,,,3,20,15,100,0,0,0
neg_05630,749.524586,0.990992,,,,,,,,4,20,20,100,0,0,0
neg_05634,751.075809,4.942597,,,,,,,,4,20,20,100,0,0,0
neg_05636,267.153429,3.246056,,,,,,,,4,20,20,100,0,0,0
neg_05638,209.989653,1.341962,,,,,,,,4,20,20,100,0,0,0
neg_05640,295.096087,1.171158,,,,,,,,2,12,10,60,0,0,0
neg_05643,272.965108,2.419168,,,,,,,,6,19,30,95,0,0,0
neg_05647,344.074409,5.296274,,,,,,,,3,19,15,95,0,0,0
neg_05649,385.311195,1.052057,,,,,,,,2,20,10,100,0,0,0
neg_05655,419.012351,4.305633,,,,,,,,8,20,40,100,0,0,0
neg_05656,736.520337,0.982055,,,,,,,,3,16,15,80,0,0,0
neg_05659,295.886150,4.149166,,,,,,,,3,20,15,100,0,0,0
neg_05665,115.920549,3.433332,,,,,,,,2,20,10,100,0,0,0
neg_05667,338.160182,1.108856,,,,,,,,4,19,20,95,0,0,0
neg_05672,310.885588,4.255828,,,,,,,,2,20,10,100,0,0,0
neg_05673,104.043247,2.109412,,,,,,,,2,20,10,100,0,0,0
neg_05675,222.080338,1.438486,,,,,,,,2,20,10,100,0,0,0
neg_05676,821.571527,1.313901,,,,,,,,3,20,15,100,0,0,0
neg_05681,408.082400,4.099101,,,,,,,,4,16,20,80,0,0,0
neg_05682,529.275758,1.269803,,,,,,,,2,20,10,100,0,0,0
neg_05684,317.100473,3.116708,,,,,,,,2,16,10,80,0,0,0
neg_05685,257.088973,3.210071,,,,,,,,3,20,15,100,0,0,0
neg_05686,113.035490,3.308883,,,,,,,,7,20,35,100,0,0,0
neg_05687,219.989302,1.308278,,,,,,,,4,20,20,100,0,0,0
neg_05691,86.032733,5.293621,,,,,,,,2,20,10,100,0,0,0
neg_05692,394.066726,5.266425,,,,,,,,5,17,25,85,0,0,0
neg_05693,370.139703,4.531793,,,,,,,,2,10,10,50,0,0,0
neg_05694,394.066807,5.951310,,,,,,,,2,14,10,70,0,0,0
neg_05696,204.050999,3.313203,,,,,,,,4,20,20,100,0,0,0
neg_05699,468.103427,1.364895,,,,,,,,5,18,25,90,0,0,0
neg_05700,336.093207,4.651747,,,,,,,,2,15,10,75,0,0,0
neg_05707,253.049631,3.053305,,,,,,,,5,20,25,100,0,0,0
neg_05711,296.007734,5.407002,,,,,,,,3,20,15,100,0,0,0
neg_05712,349.055478,3.479829,,,,,,,,6,18,30,90,0,0,0
neg_05717,363.021961,4.504592,,,,,,,,3,20,15,100,0,0,0
neg_05723,520.086908,2.843101,,,,,,,,4,17,20,85,0,0,0
neg_05726,98.955586,1.584337,,,,,,,,2,20,10,100,0,0,0
neg_05728,82.029685,5.078131,,,,,,,,3,20,15,100,0,0,0
neg_05730,340.033795,3.741410,,,,,,,,5,19,25,95,0,0,0
neg_05732,444.081001,6.303933,,,,,,,,2,10,10,50,0,0,0
neg_05738,286.067594,2.859503,,,,,,,,4,20,20,100,0,0,0
neg_05740,438.077261,3.384385,,,,,,,,2,18,10,90,0,0,0
neg_05742,306.155798,2.861202,,,,,,,,3,20,15,100,0,0,0
neg_05744,127.897106,3.949007,,,,,,,,2,20,10,100,0,0,0
neg_05747,259.012419,5.377206,,,,,,,,2,20,10,100,0,0,0
neg_05748,176.894914,7.719282,,,,,,,,3,20,15,100,0,0,0
neg_05756,401.202628,1.314156,,,,,,,,2,20,10,100,0,0,0
neg_05760,168.989842,5.302356,Dihydroxyacetone phosphate (DHAP),Dihydroxyacetone phosphate,4B,C3H7O6P,C00111,HMDB0001473,668,4,20,20,100,0,1,1
neg_05761,237.091373,1.320818,,,,,,,,5,19,25,95,0,0,0
neg_05764,127.998743,4.218962,,,,,,,,5,20,25,100,0,0,0
neg_05768,113.015296,4.751060,,,,,,,,2,20,10,100,0,0,0
neg_05778,182.022144,4.289659,,,,,,,,4,20,20,100,0,0,0
neg_05780,313.032736,4.318441,,,,,,,,2,16,10,80,0,0,0
neg_05782,199.024352,3.496122,,,,,,,,2,20,10,100,0,0,0
neg_05788,313.003684,4.294128,,,,,,,,2,20,10,100,0,0,0
neg_05793,124.057781,4.941135,,,,,,,,2,20,10,100,0,0,0
neg_05794,244.129876,3.104105,,,,,,,,5,20,25,100,0,0,0
neg_05795,262.056264,4.576218,,,,,,,,4,20,20,100,0,0,0
neg_05796,328.936753,5.547198,,,,,,,,4,20,20,100,0,0,0
neg_05800,325.052829,2.975429,,,,,,,,6,20,30,100,0,0,0
neg_05802,162.077008,2.303231,,,,,,,,2,18,10,90,0,0,0
neg_05805,206.057668,5.496733,,,,,,,,4,18,20,90,0,0,0
neg_05806,393.953351,4.535694,,,,,,,,3,18,15,90,0,0,0
neg_05807,233.030340,5.327833,,,,,,,,2,20,10,100,0,0,0
neg_05808,234.076826,2.138840,,,,,,,,3,20,15,100,0,0,0
neg_05811,216.042093,5.355792,,,,,,,,2,12,10,60,0,0,0
neg_05819,165.005256,3.390331,,,,,,,,6,20,30,100,0,0,0
neg_05820,281.061014,4.649154,,,,,,,,2,20,10,100,0,0,0
neg_05822,147.954744,5.321217,,,,,,,,4,20,20,100,0,0,0
neg_05823,244.065070,3.691344,,,,,,,,2,20,10,100,0,0,0
neg_05827,336.056860,6.316017,,,,,,,,2,12,10,60,0,0,0
neg_05829,400.053965,2.217037,,,,,,,,2,20,10,100,0,0,0
neg_05833,366.049482,3.578363,,,,,,,,2,17,10,85,0,0,0
neg_05834,216.042036,5.884990,,,,,,,,3,17,15,85,0,0,0
neg_05836,194.855662,7.788557,,,,,,,,3,20,15,100,0,0,0
neg_05837,116.905040,7.806968,,,,,,,,3,20,15,100,0,0,0
neg_05838,284.035064,6.453573,,,,,,,,2,17,10,85,0,0,0
neg_05840,253.940343,3.706357,,,,,,,,4,20,20,100,0,0,0
neg_05841,271.999532,6.148076,,,,,,,,4,20,20,100,0,0,0
neg_05852,734.473006,1.279451,,,,,,,,2,20,10,100,0,0,0
neg_05853,118.026984,4.732797,,,,,,,,2,20,10,100,0,0,0
neg_05856,154.991847,1.257798,,,,,,,,2,19,10,95,0,0,0
neg_05858,133.098549,5.716084,,,,,,,,5,20,25,100,0,0,0
neg_05861,834.527631,0.975139,,,,,,,,2,20,10,100,0,0,0
neg_05862,175.018087,2.082270,,,,,,,,4,20,20,100,0,0,0
neg_05866,175.060892,4.326688,,,,,,,,3,20,15,100,0,0,0
neg_05869,187.108510,1.392750,,,,,,,,5,20,25,100,0,0,0
neg_05872,583.343958,1.251509,,,,,,,,2,20,10,100,0,0,0
neg_05874,253.074860,1.146366,,,,,,,,2,20,10,100,0,0,0
neg_05880,219.061915,4.227275,,,,,,,,4,20,20,100,0,0,0
neg_05881,604.460946,0.993314,,,,,,,,4,20,20,100,0,0,0
neg_05882,190.071787,4.202347,,,,,,,,6,20,30,100,0,0,0
neg_05888,171.113631,2.550546,,,,,,,,5,20,25,100,0,0,0
neg_05890,337.310942,1.021035,Erucic acid,Erucic acid,1A,C22H42O2,C08316,HMDB0002068,5281116,3,20,15,100,0,1,1
neg_05891,340.079777,1.182711,,,,,,,,3,20,15,100,0,0,0
neg_05892,380.111066,1.144119,,,,,,,,4,20,20,100,0,0,0
neg_05895,373.295617,1.108489,,,,,,,,3,20,15,100,0,0,0
neg_05896,92.974683,2.226749,,,,,,,,5,20,25,100,0,0,0
neg_05897,361.017272,5.301430,,,,,,,,2,16,10,80,0,0,0
neg_05900,281.139353,1.159365,,,,,,,,3,20,15,100,0,0,0
neg_05905,139.000559,2.304011,,,,,,,,4,20,20,100,0,0,0
neg_05911,275.996752,4.476322,,,,,,,,4,20,20,100,0,0,0
neg_05925,301.143832,1.258035,,,,,,,,2,18,10,90,0,0,0
neg_05929,381.117867,1.143853,,,,,,,,2,11,10,55,0,0,0
neg_05933,233.320267,1.244703,,,,,,,,2,11,10,55,0,0,0
neg_05935,397.225559,1.018358,,,,,,,,2,20,10,100,0,0,0
neg_05940,767.526900,1.218163,,,,,,,,3,20,15,100,0,0,0
neg_05941,150.959264,14.631920,,,,,,,,2,20,10,100,0,0,0
neg_05942,126.825358,3.023631,,,,,,,,5,20,25,100,0,0,0
neg_05948,191.074312,1.128256,,,,,,,,2,20,10,100,0,0,0
neg_05955,285.134694,1.222299,,,,,,,,2,20,10,100,0,0,0
neg_05957,262.177964,1.105764,,,,,,,,2,20,10,100,0,0,0
neg_05965,188.092509,4.230797,,,,,,,,2,20,10,100,0,0,0
neg_05967,182.839815,4.309938,,,,,,,,2,20,10,100,0,0,0
neg_05971,75.044440,1.886487,,,,,,,,5,20,25,100,0,0,0
neg_05974,148.952319,1.227868,,,,,,,,4,19,20,95,0,0,0
neg_05976,173.957215,5.448275,,,,,,,,2,20,10,100,0,0,0
neg_05983,193.994796,2.181620,,,,,,,,2,20,10,100,0,0,0
neg_05986,277.058114,4.850416,,,,,,,,2,20,10,100,0,0,0
neg_06005,197.902656,6.621610,,,,,,,,2,20,10,100,0,0,0
neg_06007,110.072196,10.877037,,,,,,,,2,20,10,100,0,0,0
neg_06011,238.910221,5.627618,,,,,,,,2,20,10,100,0,0,0
neg_06013,129.019144,3.547148,,,,,,,,3,20,15,100,0,0,0
neg_06017,143.034678,3.207890,,,,,,,,3,20,15,100,0,0,0
neg_06020,179.055871,3.565518,D-Psicose,D-Psicose,1A,C6H12O6,C06468,,441036,3,20,15,100,0,1,1
neg_06029,236.078370,1.126749,,,,,,,,3,16,15,80,0,0,0
neg_06035,302.051703,1.283129,,,,,,,,2,18,10,90,0,0,0
neg_06042,175.024501,3.675144,,,,,,,,2,20,10,100,0,0,0
neg_06043,309.058514,3.343082,,,,,,,,2,20,10,100,0,0,0
neg_06057,210.985766,2.329473,,,,,,,,4,20,20,100,0,0,0
neg_06062,241.107858,1.253397,,,,,,,,3,20,15,100,0,0,0
neg_06065,156.963147,2.736778,,,,,,,,4,20,20,100,0,0,0
neg_06066,165.128151,1.141258,,,,,,,,6,20,30,100,0,0,0
neg_06067,434.237128,1.096113,,,,,,,,2,20,10,100,0,0,0
neg_06074,353.034605,2.348967,,,,,,,,4,20,20,100,0,0,0
neg_06077,87.056246,4.330105,,,,,,,,3,20,15,100,0,0,0
neg_06083,207.102290,1.220952,,,,,,,,5,20,25,100,0,0,0
neg_06088,136.007144,2.075462,,,,,,,,2,20,10,100,0,0,0
neg_06089,283.030282,6.002852,,,,,,,,2,20,10,100,0,0,0
neg_06092,333.021664,4.300970,,,,,,,,2,5,10,25,0,0,0
neg_06104,372.990058,2.970018,,,,,,,,3,20,15,100,0,0,0
neg_06110,205.097816,2.494910,,,,,,,,4,20,20,100,0,0,0
neg_06112,255.087593,1.043294,,,,,,,,2,20,10,100,0,0,0
neg_06124,304.051257,3.649231,,,,,,,,2,20,10,100,0,0,0
neg_06132,334.125011,4.770117,,,,,,,,2,18,10,90,0,0,0
neg_06134,217.082520,4.214263,,,,,,,,2,20,10,100,0,0,0
neg_06142,337.054860,3.302052,,,,,,,,4,18,20,90,0,0,0
neg_06143,574.450211,0.999679,,,,,,,,4,20,20,100,0,0,0
neg_06147,377.269259,1.178139,,,,,,,,3,14,15,70,0,0,0
neg_06149,585.360264,1.407166,,,,,,,,2,20,10,100,0,0,0
neg_06153,741.470245,0.978350,,,,,,,,3,20,15,100,0,0,0
neg_06154,375.168564,4.196893,,,,,,,,3,20,15,100,0,0,0
neg_06155,326.960556,3.476890,,,,,,,,5,20,25,100,0,0,0
neg_06156,213.997855,2.145673,,,,,,,,2,19,10,95,0,0,0
neg_06161,116.029842,5.322758,,,,,,,,3,20,15,100,0,0,0
neg_06174,418.182656,3.101215,,,,,,,,4,20,20,100,0,0,0
neg_06183,152.048095,2.224356,,,,,,,,4,20,20,100,0,0,0
neg_06185,152.960710,3.448775,,,,,,,,5,20,25,100,0,0,0
neg_06188,284.088346,2.196463,,,,,,,,3,18,15,90,0,0,0
neg_06193,290.051358,3.536809,,,,,,,,2,18,10,90,0,0,0
neg_06197,256.860564,14.594712,,,,,,,,3,20,15,100,0,0,0
neg_06198,105.038930,3.612765,,,,,,,,6,16,30,80,0,0,0
neg_06203,190.976576,6.077542,,,,,,,,2,20,10,100,0,0,0
neg_06206,344.852418,15.112597,,,,,,,,2,20,10,100,0,0,0
neg_06214,151.043007,5.103711,,,,,,,,2,20,10,100,0,0,0
neg_06216,306.998508,3.453017,,,,,,,,3,7,15,35,0,0,0
neg_06217,769.310560,3.292542,,,,,,,,2,20,10,100,0,0,0
neg_06220,703.441389,1.137960,,,,,,,,2,8,10,40,0,0,0
neg_06228,421.076143,3.400704,,,,,,,,5,19,25,95,0,0,0
neg_06230,272.077266,2.061411,,,,,,,,2,19,10,95,0,0,0
neg_06233,174.022786,2.059935,,,,,,,,5,20,25,100,0,0,0
neg_06236,260.045400,2.062678,,,,,,,,3,20,15,100,0,0,0
neg_06238,443.106415,2.766172,,,,,,,,2,10,10,50,0,0,0
neg_06239,328.980440,3.463203,,,,,,,,4,17,20,85,0,0,0
neg_06246,719.458382,1.285966,,,,,,,,3,18,15,90,0,0,0
neg_06250,263.057599,3.594539,,,,,,,,4,18,20,90,0,0,0
neg_06254,303.049654,4.253488,,,,,,,,4,20,20,100,0,0,0
neg_06255,354.022666,3.464895,,,,,,,,3,16,15,80,0,0,0
neg_06258,189.128199,1.135678,,,,,,,,2,19,10,95,0,0,0
neg_06266,389.326901,1.149676,,,,,,,,2,7,10,35,0,0,0
neg_06267,392.182193,1.239866,,,,,,,,2,18,10,90,0,0,0
neg_06269,469.292686,1.262469,,,,,,,,2,13,10,65,0,0,0
neg_06272,145.050415,2.197392,,,,,,,,2,20,10,100,0,0,0
neg_06281,457.084397,4.238711,,,,,,,,3,15,15,75,0,0,0
neg_06284,469.246174,1.180620,,,,,,,,2,9,10,45,0,0,0
neg_06285,245.094767,4.739084,,,,,,,,3,20,15,100,0,0,0
neg_06289,397.258910,1.131110,,,,,,,,3,20,15,100,0,0,0
neg_06291,568.361350,1.233082,,,,,,,,2,19,10,95,0,0,0
neg_06293,268.350854,3.249033,,,,,,,,2,20,10,100,0,0,0
neg_06298,265.804003,3.251586,,,,,,,,2,20,10,100,0,0,0
neg_06299,289.036746,2.633997,,,,,,,,3,18,15,90,0,0,0
neg_06303,124.971265,3.420272,,,,,,,,2,20,10,100,0,0,0
neg_06307,429.090787,3.153342,,,,,,,,3,16,15,80,0,0,0
neg_06309,632.255391,4.727325,,,,,,,,2,19,10,95,0,0,0
neg_06315,173.081549,2.060994,,,,,,,,2,20,10,100,0,0,0
neg_06321,559.303195,1.042033,,,,,,,,3,20,15,100,0,0,0
neg_06332,341.305279,1.116432,,,,,,,,2,17,10,85,0,0,0
neg_06333,203.868585,1.801422,,,,,,,,2,16,10,80,0,0,0
neg_06339,446.093444,2.098362,,,,,,,,2,13,10,65,0,0,0
neg_06346,250.926287,3.462326,,,,,,,,3,9,15,45,0,0,0
neg_06347,205.866773,1.797604,,,,,,,,2,16,10,80,0,0,0
neg_06348,148.013332,3.374778,,,,,,,,2,20,10,100,0,0,0
neg_06350,174.055552,2.358542,Indole-3-Acetate,Indole-3-acetate,1A,C10H9NO2,C00954,HMDB0000197,801,2,20,10,100,0,1,1
neg_06352,163.999644,4.262829,,,,,,,,2,20,10,100,0,0,0
neg_06353,252.065566,3.314486,,,,,,,,2,18,10,90,0,0,0
neg_06362,344.038741,3.440202,,,,,,,,2,20,10,100,0,0,0
neg_06363,144.045279,1.492423,,,,,,,,2,20,10,100,0,0,0
neg_06365,274.937400,5.717877,,,,,,,,2,16,10,80,0,0,0
neg_06366,325.274078,1.059107,,,,,,,,2,20,10,100,0,0,0
neg_06368,443.057853,3.403453,,,,,,,,2,18,10,90,0,0,0
neg_06380,363.108796,4.747194,,,,,,,,2,17,10,85,0,0,0
neg_06381,391.176637,4.178908,,,,,,,,2,19,10,95,0,0,0
neg_06387,432.220988,1.067938,,,,,,,,3,20,15,100,0,0,0
neg_06389,440.140333,2.234868,,,,,,,,2,19,10,95,0,0,0
neg_06395,218.081905,1.328556,,,,,,,,2,20,10,100,0,0,0
neg_06397,303.088894,2.554791,,,,,,,,5,18,25,90,0,0,0
neg_06407,790.506405,14.582050,,,,,,,,2,15,10,75,0,0,0
neg_06411,336.110204,3.597735,,,,,,,,2,8,10,40,0,0,0
neg_06416,214.832458,1.769205,,,,,,,,2,18,10,90,0,0,0
neg_06418,586.345229,1.445950,,,,,,,,2,19,10,95,0,0,0
neg_06419,410.156449,2.384294,,,,,,,,2,20,10,100,0,0,0
neg_06420,616.637325,14.584274,,,,,,,,2,19,10,95,0,0,0
neg_06422,229.035419,1.533975,,,,,,,,2,19,10,95,0,0,0
neg_06424,104.015633,5.353893,,,,,,,,3,20,15,100,0,0,0
neg_06425,146.996912,4.258441,,,,,,,,2,20,10,100,0,0,0
neg_06429,674.640782,14.579941,,,,,,,,2,17,10,85,0,0,0
neg_06430,204.976173,5.308257,,,,,,,,3,20,15,100,0,0,0
neg_06433,298.137745,1.862835,,,,,,,,2,20,10,100,0,0,0
neg_06435,218.162302,2.218549,,,,,,,,2,20,10,100,0,0,0
neg_06438,467.085482,3.291167,,,,,,,,2,20,10,100,0,0,0
neg_06442,274.980335,4.386434,,,,,,,,2,20,10,100,0,0,0
neg_06445,194.868343,1.766379,,,,,,,,2,13,10,65,0,0,0
neg_06447,501.179381,2.334311,,,,,,,,2,20,10,100,0,0,0
neg_06449,212.834459,1.762116,,,,,,,,2,16,10,80,0,0,0
neg_06454,347.078635,2.543408,,,,,,,,3,19,15,95,0,0,0
neg_06456,212.022681,5.387633,,,,,,,,2,20,10,100,0,0,0
neg_06458,251.909367,5.487600,,,,,,,,2,17,10,85,0,0,0
neg_06459,323.042160,3.611589,,,,,,,,2,9,10,45,0,0,0
neg_06461,439.739351,14.576102,,,,,,,,2,18,10,90,0,0,0
neg_06462,251.078074,2.650257,,,,,,,,2,17,10,85,0,0,0
neg_06464,306.082958,4.244719,,,,,,,,2,19,10,95,0,0,0
neg_06469,235.062784,3.598518,,,,,,,,3,16,15,80,0,0,0
neg_06471,238.948388,5.461977,,,,,,,,2,20,10,100,0,0,0
neg_06473,270.025393,2.199743,,,,,,,,2,16,10,80,0,0,0
neg_06475,170.996752,5.431188,,,,,,,,2,20,10,100,0,0,0
neg_06477,196.866530,1.779267,,,,,,,,2,11,10,55,0,0,0
neg_06482,538.727355,14.555673,,,,,,,,2,17,10,85,0,0,0
neg_06486,120.998729,14.550307,,,,,,,,2,20,10,100,0,0,0
neg_06493,596.667140,14.560044,,,,,,,,2,20,10,100,0,0,0
neg_06497,254.079695,2.213132,,,,,,,,2,20,10,100,0,0,0
neg_06498,104.999441,3.588935,,,,,,,,5,20,25,100,0,0,0
neg_06502,338.940975,5.511728,,,,,,,,2,17,10,85,0,0,0
neg_06516,379.067440,3.507725,,,,,,,,2,19,10,95,0,0,0
neg_06523,97.964824,14.588177,,,,,,,,2,20,10,100,0,0,0
neg_06524,253.001698,3.594169,,,,,,,,3,9,15,45,0,0,0
neg_06536,224.023051,2.121440,,,,,,,,2,20,10,100,0,0,0
neg_06537,203.029469,3.489207,,,,,,,,2,20,10,100,0,0,0
neg_06538,322.840986,14.533525,,,,,,,,3,20,15,100,0,0,0
neg_06540,286.969869,3.571217,,,,,,,,3,15,15,75,0,0,0
neg_06546,458.754795,14.555348,,,,,,,,2,20,10,100,0,0,0
neg_06550,107.934006,1.719588,,,,,,,,2,20,10,100,0,0,0
neg_06555,191.996974,4.569941,,,,,,,,2,17,10,85,0,0,0
neg_06567,304.848162,14.539429,,,,,,,,2,20,10,100,0,0,0
neg_06568,373.172398,2.124563,,,,,,,,2,17,10,85,0,0,0
neg_06571,311.000953,6.762356,,,,,,,,2,13,10,65,0,0,0
neg_06573,136.862805,1.747025,,,,,,,,2,20,10,100,0,0,0
neg_06590,288.072098,3.792050,,,,,,,,5,20,25,100,0,0,0
neg_06592,173.129238,8.339031,,,,,,,,2,17,10,85,0,0,0
neg_06596,222.926503,8.355701,,,,,,,,2,20,10,100,0,0,0
neg_06599,369.007982,3.756906,,,,,,,,2,19,10,95,0,0,0
neg_06602,284.146438,8.296787,,,,,,,,3,10,15,50,0,0,0
neg_06604,160.042840,1.661373,,,,,,,,2,20,10,100,0,0,0
neg_06617,270.130237,8.267808,,,,,,,,2,17,10,85,0,0,0
neg_06634,509.131351,1.318846,,,,,,,,2,15,10,75,0,0,0
neg_06635,160.024944,2.121574,,,,,,,,3,20,15,100,0,0,0
neg_06636,234.930560,4.310672,,,,,,,,2,20,10,100,0,0,0
neg_06637,85.999493,5.357948,,,,,,,,2,20,10,100,0,0,0
neg_06643,340.079672,2.062052,,,,,,,,2,20,10,100,0,0,0
neg_06644,344.134498,2.055629,,,,,,,,2,19,10,95,0,0,0
neg_06652,399.099057,2.104777,,,,,,,,2,19,10,95,0,0,0
neg_06660,192.051073,4.278534,,,,,,,,4,20,20,100,0,0,0
neg_06673,241.011507,4.213072,,,,,,,,2,20,10,100,0,0,0
neg_06674,109.028043,2.779298,,,,,,,,3,20,15,100,0,0,0
neg_06676,302.087712,3.161589,,,,,,,,2,19,10,95,0,0,0
neg_06685,175.060913,5.322865,,,,,,,,2,20,10,100,0,0,0
neg_06702,269.024314,2.052917,,,,,,,,2,20,10,100,0,0,0
neg_06703,242.066808,3.143886,,,,,,,,2,19,10,95,0,0,0
neg_06705,239.987119,2.927515,,,,,,,,2,19,10,95,0,0,0
neg_06713,291.034843,2.216117,,,,,,,,3,20,15,100,0,0,0
neg_06724,360.093329,3.145179,,,,,,,,2,15,10,75,0,0,0
neg_06732,337.040695,3.959105,,,,,,,,2,19,10,95,0,0,0
neg_06741,305.958804,2.849265,,,,,,,,2,20,10,100,0,0,0
neg_06742,233.297793,1.195640,,,,,,,,2,5,10,25,0,0,0
neg_06746,242.991904,2.855585,,,,,,,,2,19,10,95,0,0,0
neg_06747,281.068214,4.466191,,,,,,,,2,19,10,95,0,0,0
neg_06748,209.056467,5.508096,,,,,,,,3,19,15,95,0,0,0
neg_06772,162.067947,4.156619,,,,,,,,2,18,10,90,0,0,0
neg_06773,221.996982,4.282293,,,,,,,,2,20,10,100,0,0,0
neg_06775,302.982409,2.320148,,,,,,,,2,20,10,100,0,0,0
neg_06778,308.197027,4.322016,,,,,,,,2,20,10,100,0,0,0
neg_06784,266.001841,4.143579,,,,,,,,2,15,10,75,0,0,0
neg_06786,344.975532,4.139937,,,,,,,,2,15,10,75,0,0,0
neg_06789,149.001706,2.410889,,,,,,,,2,20,10,100,0,0,0
neg_06803,171.077208,4.220347,,,,,,,,2,20,10,100,0,0,0
neg_06806,220.983047,4.006047,,,,,,,,2,17,10,85,0,0,0
neg_06807,377.052506,5.323581,,,,,,,,2,18,10,90,0,0,0
neg_06820,347.084663,4.460946,,,,,,,,2,13,10,65,0,0,0
neg_06822,126.017195,5.345110,,,,,,,,2,20,10,100,0,0,0
neg_06832,155.046031,1.472950,,,,,,,,2,20,10,100,0,0,0
neg_06836,324.985980,2.839222,,,,,,,,4,20,20,100,0,0,0
neg_06845,242.014686,4.515813,,,,,,,,3,20,15,100,0,0,0
neg_06864,389.232554,1.186914,,,,,,,,2,7,10,35,0,0,0
neg_06877,393.071527,3.205423,,,,,,,,2,20,10,100,0,0,0
neg_06886,208.118679,2.944881,,,,,,,,2,7,10,35,0,0,0
neg_06900,363.037186,6.335730,,,,,,,,2,19,10,95,0,0,0
neg_06902,304.980589,3.584253,,,,,,,,2,10,10,50,0,0,0
neg_06904,204.944243,3.595932,,,,,,,,2,13,10,65,0,0,0
neg_06913,368.871021,13.957790,,,,,,,,2,20,10,100,0,0,0
pos_00001,102.127231,6.312120,,,,,,,,20,20,100,100,0,0,0
pos_00002,79.020901,2.063770,,,,,,,,20,20,100,100,0,0,0
pos_00003,162.111832,4.178538,L-Carnitine,L-Carnitine,1A,C7H15NO3,C00318,HMDB0000062,10917,20,20,100,100,0,1,1
pos_00004,118.085754,3.314175,Betaine,Betaine,1A,C5H11NO2,C00719,HMDB0000043,247,20,20,100,100,0,1,1
pos_00005,132.076279,4.845540,Creatine,Creatine,1A,C4H9N3O2,C00300,HMDB0000064,586,20,20,100,100,0,1,1
pos_00006,123.054766,2.070245,,,,,,,,20,20,100,100,0,0,0
pos_00007,79.020889,1.737339,,,,,,,,11,20,55,100,0,0,0
pos_00008,258.109157,4.722052,,,,,,,,20,20,100,100,0,0,0
pos_00009,204.122239,3.143323,O-Acetyl-L-carnitine,O-Acetyl-L-carnitine,1A,C9H17NO4,C02571,HMDB0000201,7045767,20,20,100,100,0,1,1
pos_00010,415.209928,1.140753,,,,,,,,20,20,100,100,0,0,0
pos_00011,104.106445,8.352504,,,,,,,,20,20,100,100,0,0,0
pos_00012,128.952938,13.955933,,,,,,,,20,20,100,100,0,0,0
pos_00013,160.132748,4.163677,,,,,,,,20,20,100,100,0,0,0
